IDENTIFIKATOR_KLIJENTA,churn_risk_score,predicted_churn
IDIGVCK5NDFQ,0.9867248675104001,1
R484U5A54KAA,0.9867161073232217,1
BRGBPAVK17GB,0.9867153164154747,1
DGPYXYY9UZVD,0.9866923798207596,1
BLJZTLLA70WQ,0.9866862805828821,1
OSBSTXVXN4KI,0.9866632237711443,1
VUBFXV8OWR3A,0.9865228491441955,1
4XPXD11ZP0DQ,0.9865217229941186,1
891VCRNZ7GIB,0.986499307539121,1
EY383WLG5YLV,0.9863418575849923,1
DIYNHXSLKHQ9,0.9863115628855861,1
FTLUTMGTWP98,0.9862162059577511,1
C6LOHUP9G9GQ,0.985978435025045,1
XY6XIKGWRKPA,0.9857772402184568,1
QMSTVRR6I7F1,0.9857482183200731,1
RH6Q7HW7BNMS,0.9855710227058362,1
M56IU1HSVM92,0.9855007225599529,1
WABLE6UUSVHF,0.9854881986925457,1
W8NANZ4U6MBW,0.9854632733409402,1
XFD9OF2JHZEJ,0.9854517077522607,1
3LPZCNK613VM,0.9854230246744334,1
6DEIGM6NSOP1,0.9853570641998568,1
LWG8P5MMGUAF,0.9852171098398579,1
K94ERNMCS8B5,0.9848165198734803,1
M6W743WI8FJN,0.9847925099938195,1
01CU0ZH4KR5E,0.9847863973743252,1
X3XKT6CMA5DC,0.9845118463010569,1
VQTF08MW2VJP,0.9845016853152323,1
6Y8CG6JMS8Z4,0.9843079917331359,1
8APD22D4VLEP,0.9843031942091751,1
85WSQGWEH03F,0.9842754949180901,1
Y7UOW9LSCFAV,0.9841636489302305,1
A1FSIXQ1489Y,0.9841103229782362,1
RANWWXI0QEZA,0.9839345852787181,1
PWSQK0FIYII5,0.9838227860683527,1
M62KKTTXJA5J,0.9837972795278787,1
Z4S90ZFYX7BN,0.9835069337863231,1
60OTBRFMUH3H,0.9834930357993694,1
KWQDN55O19GV,0.9833208798823079,1
W4BX1RPODVQH,0.9829955796063716,1
KNUW3RM2ROXD,0.98293893840393,1
5WOLWUHIMDJJ,0.9828016431807398,1
28U5BWHPHW2F,0.9827270751520993,1
W6EGPYR2PHVD,0.9827194324947329,1
6XPIY3GILRII,0.9825160062841192,1
1Z7TLKED9HI4,0.9824560521980654,1
J2GRDCGJPVA9,0.98245198488042,1
U7Q6M5CERXNI,0.9823629634063746,1
61ZTNWKE8F9L,0.9823122435534918,1
IJAH7N0NYPYZ,0.9822046605551757,1
LWWXXY2E4CZI,0.982152591439558,1
8HXZUPWJC9SK,0.9819962330498538,1
MGKDGUVYE5KO,0.9817226218767389,1
8DLMYWK6B53Y,0.9817053090707988,1
196B6MX8BSJR,0.9817002138399588,1
K9M6WPBXIL5F,0.9816983603365173,1
TMH6T4EQKA2U,0.9816652362952699,1
YBK0TPJZ6R0S,0.9815748071777335,1
T1FABJ3ESRB1,0.981550250518721,1
AK4QHK2YXHRQ,0.9815437363150241,1
M66MVSCXSYS6,0.9814914234391253,1
C692JG3RM8FV,0.9814101859700284,1
VEM4MHXNRKS6,0.9813509523142969,1
WB11RQZW8KCE,0.9812108118920164,1
40F07KO956SJ,0.9811697261561172,1
DGK9JKOJ4Y8I,0.9807586212664712,1
05XRKT8ICGQK,0.9807471332801861,1
AVXGX45BN1OL,0.9806023817411925,1
ZY0HN7508N1O,0.9805831921152185,1
9PJEDAVQJMU6,0.9802678137467258,1
3MFYNCTW13ZA,0.9802122875585657,1
MFR6ILY9E5X5,0.9801699599637507,1
X9G989DJS4IZ,0.9799551375719637,1
CKTMNJISDYVK,0.9798562668016622,1
4K4HIEWRO84P,0.9798377512366769,1
P9WH4GJGJF2B,0.9797430409515299,1
ZPETHMW1A2MJ,0.9796591160466783,1
5KFB7GRI30KN,0.9793768812161668,1
VG5DR84YR8UO,0.9790686240508686,1
TH7AUGMOZ1G7,0.9788071346659952,1
MR30NXLEUD4L,0.9788017742637327,1
44NNV5XXKEL1,0.9787179502524662,1
QFM2TUXF4WV5,0.9787060838683448,1
Q30RUC15C70T,0.9786556119117991,1
9D4XQAF97B32,0.9783636455917429,1
Y6NAR2E6HCU7,0.9781614625603969,1
ZP6J4NS6O169,0.9781297537084407,1
KLJO2XYNU7D3,0.9781267566494931,1
XEHY0PD48CXS,0.9779519593298609,1
0P2SSR2NY7GL,0.9772878215893063,1
THAJQH40DEFE,0.9771067498016052,1
LYG5PPLGM501,0.9770792568749536,1
VAGN4VTPVO1J,0.976937040934198,1
PU88E7IW91CO,0.9768369513281561,1
83L0TYCVRAON,0.9766872434137115,1
PP2M4F5NWL1O,0.9765780189545475,1
EQ7FOVTVX9HH,0.9758496096928728,1
35UK0PEC5JVB,0.975712560835679,1
DKCOHPCQSR1F,0.9756489216613791,1
HO7SYIH1QT2G,0.9756103377076679,1
X0DL1FJJPSVX,0.9754461075063039,1
1FPF1ZBSQ7HZ,0.9750797133102824,1
1SWDHLX418QS,0.9750252271507153,1
6E1M6SFUF2IY,0.9747256846965204,1
DS5EMELN2JXY,0.9746701833416481,1
EXQBCFC09EPB,0.9746011771752654,1
8YZUW2G22ZIQ,0.9745999490494631,1
F90VXN23822X,0.9745754949660118,1
BV3XZRZZXYT8,0.9745395982162005,1
Y7QFGPRPLURU,0.9744925575261083,1
NYQ71QQY112P,0.974304649448226,1
WKNT40OAQDHJ,0.9742774879657905,1
RQD5CDLQCYO3,0.9741062763145155,1
T3VM9C9E2NR0,0.9738386771374209,1
XY2UO1J6D8BV,0.9736114607422234,1
1C7WIFNTEK6F,0.973530988245664,1
EKA4IPWBJ2LZ,0.9729168802017226,1
14XO8NK8UMOH,0.9727692739912354,1
8F5EIBLTBIOQ,0.9724502000324754,1
TWYS9BMGSZI1,0.9723285874732238,1
LM375BHP2AEX,0.9722573392294948,1
3OKTR5DX10LU,0.9722255170213763,1
0THP5VVUXMYA,0.9720595002226765,1
RAYTDJSEIJG0,0.9716297249153788,1
EJ9L3492YZIY,0.9716297182977851,1
451XX7KPKVEQ,0.9716088957938928,1
CT362GVEU0MX,0.971586857637207,1
41KDD403G380,0.9715861193152908,1
YPZM2IK9BQP0,0.9715306659527722,1
A4ISRP0ID7J9,0.9715148713094551,1
59VKVICB2XJ1,0.9713956767847491,1
XU2J71VJHDIY,0.9713383821465688,1
LCUG8JN80UKB,0.9709140586422071,1
80WJ9Y5GYHM5,0.9705806776491898,1
AMQQUVSPKNF1,0.9705800624537565,1
B83J5H38C7ZJ,0.9705278411771161,1
T2ZXVSJQT1ZJ,0.9703874219358584,1
G6IN7JYWCCXG,0.9702598968239264,1
4ZYDJVTXHX1G,0.9701962665876447,1
K6RQ687HQCVB,0.9700925789662862,1
RGUD0YWH6PCS,0.9700530709580135,1
0BOW7QJWSML9,0.9700410350296815,1
ALD0TCZ1KWWF,0.9700410310854336,1
TN9Q25R8EZRB,0.9700390182501464,1
99DAKB7MPJVL,0.9700166908384356,1
FXMCCY4ZJ67X,0.9690504143042411,1
2Z4CODE6RFV0,0.968867058085564,1
7PGYN2HJDLYZ,0.9687326328277258,1
SICLWK9YV3R4,0.968663719982391,1
NQMI1AKC6HTR,0.9686396107841798,1
BM5UQ1NIRPMM,0.9685815541786619,1
R5YGJPBSLBFX,0.9685066844803595,1
RXVBL43PF6IJ,0.9684894042533526,1
7Y94JSRE5F49,0.9684729418994372,1
GCX4A5CRN78W,0.9683880031768249,1
OBFK1RYYG0GV,0.9682295555835138,1
RH3J2E8MCLXO,0.968040626789163,1
Z88JHKKUW88W,0.9679979411319908,1
LP1MRNUEHOD8,0.9678844521237998,1
XI3BFAAJY9NB,0.9678231629016654,1
9K9UDO04ZKXD,0.9678005960217753,1
AJDVF4ET7RTS,0.9676452153327691,1
XGZQF5366EVV,0.9675288365905235,1
LFDKEJQ9B9ZE,0.9674897647584547,1
BY5Y4BB06JKZ,0.9672979141172509,1
1C2PW7XA4IA9,0.9672463503111758,1
7UFCY61CT4WC,0.9671825561888471,1
4T565IWDRNGL,0.9671699181195648,1
IM2JR2EHIJQL,0.9671535065250677,1
DMTK6VNWAP9G,0.9670873577675169,1
P8G4EGCJR5ZB,0.9670648058042216,1
07UZQGWLCP1H,0.9670455972058464,1
KYT0RIF3RHTK,0.9670039245071586,1
2OVVGTKEB8SR,0.9669315621793808,1
AXKJ5L2MZWYQ,0.9668534056673739,1
RBH8UQ7JS0XM,0.9668078387107808,1
27H3KMH9ILXV,0.9663524564336126,1
M0KLPOL01B2L,0.9662225770038034,1
441TWS730XA9,0.9662024590566786,1
6L9U6P0Z7DXX,0.965934699218304,1
81YBU14ECBTF,0.9658470368950496,1
VIO59NPHA5FM,0.9657752937423376,1
Z3ARND5WE4BL,0.9656988337717854,1
C6QPIMAPUHY7,0.9656767835974155,1
Z34X12X9LJ36,0.9656308542118351,1
8UGA8K8Y7V8P,0.9655934136310211,1
KAK8R6ZY32IJ,0.9654479119229932,1
JOVGPIEBJ8MJ,0.9652079156752298,1
HTGDBCZ5OHZX,0.9651841818769897,1
XV06H2DRQVXS,0.9651320453532026,1
Z9HE2CQOUUW7,0.9650933845059044,1
PE8OMPRDNYPE,0.9650304414217696,1
FSNDGVOCRV2C,0.9648653155015167,1
97XZ4NOHLQJM,0.9648634881499504,1
N3ZKHM7MPA29,0.9648156824997287,1
E3K3HUAVHIV5,0.9647605508062191,1
BLND0P2ATMBH,0.964697885033867,1
RHUFN4GACEJQ,0.9646934487227932,1
KPQ7RVN7J33Y,0.9645811124513872,1
MLA2LHAY4LD5,0.9644950885513897,1
PQK1K1FH6EBS,0.9644478135856157,1
Z2VTEGYBKLTX,0.9642524054344748,1
IWMTV9KIS318,0.9641800630265682,1
5UJM5STTIA1S,0.9641479143616295,1
M3LHTL41RDN1,0.964032275051949,1
BB0AV6HSYCJN,0.9639968404112501,1
KP7S76YXBJU3,0.9639048451889598,1
U499VZQ39P23,0.9636087516589668,1
1P7SEB3ECB50,0.9635891625451793,1
469JIKTWUNT7,0.9635884084866255,1
F9T8UKOVUPM2,0.9635873261684441,1
7SR5KY7NS63G,0.9635813424529789,1
LPJ4AT2MUGNV,0.9635774515935552,1
LFOLNS087R8F,0.9635493961705728,1
7HVZH0XHIZK2,0.9635456929457941,1
6SHYL7MU8S42,0.963491606657012,1
OB9WYXLYD67A,0.963464891536399,1
FHYALARCTFBI,0.9632823943635095,1
4YO42IPTFTQA,0.9632443760025393,1
9NIQWGX9ZPI6,0.963229819124686,1
10C8Z9X5MA9K,0.963076724334742,1
QNJDWR6FC9PJ,0.9629510061942467,1
I5R3V007WXYA,0.9629443236606151,1
IH3ALLZKQ454,0.9629387406744223,1
NKAD3OUMX20S,0.9629187446770484,1
P3MMPEOZES7C,0.9629075003797978,1
4WQIRVXI6CE4,0.9627472922677112,1
YQ9HC7N8A62J,0.9626067023778295,1
01V3DPWHXCXY,0.9625524672914609,1
K67MNL9Y5FZF,0.9624891716870992,1
23EX8MWZAPMV,0.9623482895571992,1
3PH0UJ9JZ0FW,0.9622654217973212,1
D6R29INH8F68,0.9620203057829954,1
SUO2DLBFAMZZ,0.9620129833388286,1
AQU9XBFPK9X5,0.9619842275765323,1
97AB38BRCTLI,0.9618784696713543,1
TR7CJZ7K5CM3,0.961808659498201,1
L9HM0LKKI5V8,0.9616392466530196,1
IOOOSHE3SM83,0.9616384518710241,1
BFI74O36P15J,0.9616384518710241,1
CR7VKAJWIPLB,0.9613682259024241,1
YZH0ZYOGNJ36,0.961263848933943,1
1FVBC10J8GHX,0.9610628861786873,1
J11PK7YIAKSN,0.961013952812658,1
JUYZH39Z01B3,0.9609333218499612,1
7JBO9BVZYOQO,0.9608742578819348,1
HG6QS37L4UR5,0.9607606872977519,1
YCW0MUL9EBSZ,0.9606583326675977,1
2ACLUUA4KIA8,0.9604877142359869,1
B1NLW9YYMKMK,0.9604683633500389,1
R0UYRR9J19QY,0.9601885940344069,1
GQ4FDVYPGOC5,0.9601884350300429,1
A8WIR6EIFWWI,0.9601818350933539,1
OQAFV0I6SSUU,0.9600023513514895,1
6YCYSERR9M0A,0.9599846551678846,1
PVVMLD1LWJM8,0.9598388432470933,1
QNACSLB4NDGF,0.9598031545854087,1
NNY8A8X88S1H,0.9597154189024188,1
EJ8TX59PHG82,0.9596654538923596,1
WH62KUO4IM9E,0.9595719912505747,1
HNY8XKE7R363,0.959465663281126,1
VEJOBYLO3EA7,0.9593265845239334,1
NX8WT96PR4C1,0.9592604132959237,1
ZRJPSRRO8X73,0.9590880819545519,1
98V35X2XASYG,0.9590001672814278,1
03YXX0Q7ESFU,0.9589998016471523,1
UYTZVEGY6TJN,0.9589997262002369,1
4FXLAB47UBZA,0.9589576935195765,1
8LH51XGJ5T08,0.9589507962332083,1
9TU3PSPIDBLU,0.9589322634259343,1
6HQ42MBL5GY4,0.9589067120969995,1
MPU9IS9W0TVR,0.9588140021451819,1
RHIRDA58LNSI,0.9587849000705484,1
1EH2F30GY5WJ,0.9586244762860908,1
VWEDHFVVVLHK,0.9586182862230915,1
FBKWE3HM7N8O,0.9585419379680119,1
OS4N71A8YLA4,0.958506021224619,1
LUWOY2S3OHYS,0.9584362579957202,1
NGE3NISQVNZP,0.958367347446522,1
0YD8TWU98REN,0.9583067248269387,1
ONUGY4X8UAS4,0.9581762531294211,1
Q4EFBUTSY7J5,0.9580774790867648,1
S9YJNESEIAWQ,0.958014994622522,1
3AOCVTOD2VHP,0.9579973076249819,1
549B7TEGIDPI,0.9579294391409413,1
4IOP7UEVV49L,0.9579047212919238,1
RFAYTFWKJ7T0,0.9577175347376407,1
Y1D01VK5MVAH,0.9576862390393966,1
SOBNHA8JH2SQ,0.9575548387694512,1
2CPF26GZOC40,0.9575468335273142,1
DRSP9FPE67EY,0.9575318450466075,1
SUN80O1V17YM,0.9574467574617035,1
QZVD8D4KNJ0Q,0.957362319988983,1
SFBSVOWZO8FZ,0.9573531312393178,1
1JUV4KGL6QRE,0.9571763843780351,1
MKWNVHJVP163,0.9571501637312116,1
VMWMK54PHFVO,0.9571256127840744,1
9K9M78YKOTQ4,0.9571003830621194,1
YF47UEMLYTLO,0.9570939053675557,1
SMCPG1S04ENP,0.9570923581703163,1
NWLLJN04UAO9,0.9568553844284844,1
G8BJSTNYLHVZ,0.9568486431044675,1
4M75RE0Z0G8T,0.956797559900435,1
SONHP20O6JHI,0.9567298685704386,1
6X1XL6MOQG97,0.956699559381869,1
224VSTJV29SZ,0.9566876278818006,1
2NFZTSGR18YD,0.9564077532909494,1
13XNZEIYVG3O,0.956402905732822,1
KGNKJY65HGDV,0.9564019844590365,1
7UZPC8QAHPDF,0.956363913050068,1
W05RRXAU826X,0.9562967383258815,1
T1U0O4MX0MFW,0.9561042057581427,1
1KWUDDD89HQK,0.9559212189395369,1
2TY9GU28A8L9,0.9559060725787791,1
NAGIXEKYMDFM,0.9559034342998853,1
FT5LMN6HNNBO,0.9558858136609878,1
HEXW58YG1H0P,0.955868956695374,1
8CNHVHU20OKW,0.9558353536524643,1
J0DV0EGLYLLM,0.9556497576764872,1
UGHXLQXHXY18,0.9556451208666138,1
OKIHQ6KCZOKP,0.955545805773167,1
Y07D3ED2HJW7,0.9555216180575982,1
40PFA9CA2T37,0.9554603131934877,1
DJQ4E50GL6QL,0.9554207461856418,1
QHEMC21ISHOS,0.9551322740970807,1
WIX6FYX21LZ9,0.955126763686933,1
NIJCSMTQXSHT,0.9550109561303308,1
4T4GRC5Y3I2R,0.9549109674243133,1
RQTRV20K48I9,0.9548429529726489,1
9YOKLBI48MDN,0.9547431507501398,1
86CQF0Y5X5BE,0.9546784019598371,1
CL973PWVDMJ8,0.9546353132863586,1
GSMP0GSLB6LM,0.9545395957041873,1
MW17MRPP1LZ4,0.954457584434076,1
AX8RI7RL6GEX,0.9543825050607252,1
8PZEXW4S6KF4,0.9543808391305871,1
XHE9F6ZNDKYP,0.9543742719732539,1
7G0DUOZ2E7JU,0.9543679443690262,1
7EBR6BOFH9BN,0.9543653181681729,1
8RBSCUAARVWS,0.9543068282544298,1
BJC2B5LU4LW9,0.9540240873177165,1
E0Q04BCTXYMV,0.9539258966214655,1
5NT9IS13UIMZ,0.9538992507333955,1
D7X7KC6W6SHU,0.9537409128997788,1
N0TMY0M9KEDQ,0.9537351957223198,1
FWA2XEXN8FMH,0.9536248090800399,1
TTI0CNNTYW30,0.9535813964847141,1
200R8JDX0GQI,0.95344468818971,1
E5ZJCJQ7FEW1,0.9533989489500178,1
EA34TTJXK0Z6,0.9533542468704111,1
9ZJYYANSTPIL,0.95335053099645,1
H9521BNSCG88,0.9533383256643755,1
9FI7BONRXNB9,0.95330667666497,1
09LPL65BAICS,0.953303444423755,1
9GUFSM3Z5QEW,0.9532901573525201,1
09MD2NM2XH17,0.9532649606882028,1
DNR35W2H7F09,0.9532479916329298,1
X4EAFWJYHMA0,0.953226809901987,1
QZ8PJTSEASTQ,0.9530787207914693,1
MNGC3ZVQEPJI,0.9530371114861201,1
U4WBYNV3V0A2,0.9529404202048818,1
4DDGKEKR9C9L,0.9528018842344605,1
PS7QVDQQ5ORQ,0.9527866184023197,1
W0OIZ7RE5BX5,0.9527726865979211,1
UJDC9ATM6CKI,0.9527699708373598,1
6BFYYH9GLO1W,0.9527680043685679,1
U9OB65M8GAK1,0.9527484339164026,1
IMNYWRQVLPT4,0.952647018338718,1
Q1N7W7B93HXL,0.9526396688763263,1
YIGXMGSH59YZ,0.9526294271266912,1
MMZVLYIXHV37,0.9526111952613098,1
VMSS7G70MSVB,0.9525731069447636,1
9YVWB0Q7W5GI,0.9525398061209399,1
B3969UYELPPJ,0.9525216901124937,1
FFL7M0H0L1L5,0.9525075848280667,1
0L75RVNCHJ16,0.9524703845113268,1
JITK3NGS6N5D,0.9524620338030764,1
EU4HI9UE28EP,0.9524180372695532,1
NA5C11B18QY6,0.9524162638922866,1
13MJEACGJFH4,0.9524094371379592,1
3FSEFBJZQH85,0.952257855402328,1
ZCJDZ0LR2DDB,0.9521681206424115,1
MWG195QYU250,0.9521554461239374,1
5HXRZZDO9PBE,0.9520718377712373,1
4LVD9LN8C01M,0.9520307333418573,1
EDGGHJT8MD23,0.9519527860024296,1
OT4KSWYM24YZ,0.9519519526901333,1
MCFCX40VKZ2S,0.9518524532902358,1
J7W57A8WLMY0,0.9518021481264977,1
DO29UY4YT4FQ,0.9517913680625912,1
NAJNUYRP5NAC,0.9516624148440438,1
LJWZC9OZ9AOS,0.9516554805382483,1
6UISRYD3AZ5G,0.951622585477562,1
IWF0SRBMCF7M,0.9516121899524076,1
P7G9OP53C7HI,0.9516054498672744,1
B6G3BTBWY07N,0.9514271403906888,1
VDNOFDC5U053,0.9514269153962533,1
S3BRDFJVMLIU,0.9514015176613094,1
TCJUXK5TSBO6,0.9513378327636867,1
TD0JVXG5YCNL,0.9513349914023829,1
39DD3MBAXTIO,0.9512819349857038,1
10OEPEK3HFO1,0.9512753881351249,1
ESGI6OFD5BB2,0.9511726662494325,1
ZO03UL1HD758,0.9509965798612002,1
Y48KOSYPZ555,0.9509902228551602,1
QK910L2DL3DM,0.9509689988729945,1
QDAWJG15JZ90,0.9509317093974524,1
0TJKV33XMPG4,0.9509317093974524,1
X1KF9KQMMRJD,0.9509282300163817,1
ST0E31HLJCS0,0.9509150494535042,1
M2MC07RY2NCZ,0.9508888365698446,1
C582X5R8MKEA,0.950833711992708,1
HCR9RGRTXGJ8,0.9507888302671619,1
ZKNLEUN48PDY,0.950699965727365,1
HY5A9EBG89PR,0.9506940837183402,1
UPFKFW30Q0WT,0.9506927003448737,1
0S1WYZ9Y6DR0,0.9506843068371543,1
HAS13TO2ZCCM,0.9506753290543816,1
HT6HRHXZVXQM,0.9506428731730099,1
NUJRBL2N4GZH,0.9505320034573863,1
L40Y6J6JQYJK,0.950470019399535,1
VLGSZXXTJ2T2,0.9503832532230438,1
68I0IT3VX5YX,0.9502620930863191,1
T1OK65VXTL98,0.9502129953168968,1
4UBU1JDDZOX4,0.9500732929740395,1
6Z4UIRSGEKV5,0.9500203429521297,1
UOTVDUB8GFIS,0.9499669190205386,1
4CA43Q335W3Y,0.9498376798419833,1
KBR2RRGDKHVO,0.9498111990068425,1
65EDO8ZSXPLD,0.9497906350101335,1
KJFZ4JS16NEB,0.9497728631071335,1
IRTMDAVTCL23,0.9497483442399537,1
79VXMH1LEW0O,0.9496342443408247,1
X51G6Q5EQ1RS,0.9496040190902761,1
MHQM830J7O4W,0.949426169410324,1
F92K968YZT01,0.9494091331715033,1
O65UW9CFM34J,0.949398194919298,1
W26TD0ZQMU12,0.9493734964511965,1
PQMHZ4ASEZ7S,0.9492758607693259,1
GG8FE31GT3XL,0.9492728714456121,1
6DOU9P8SG3H8,0.9492722406333161,1
NY3FOQZHWLDB,0.9492537565956142,1
1C3PTKKW0VYG,0.9491340742972331,1
KV9305PWCIS9,0.9491259144154512,1
6NH90Y98102N,0.9490465783914541,1
JGX60WSADOXB,0.9489510583671528,1
N08QIIXZK8RD,0.9489205388309294,1
LM5EEXFH02NZ,0.9487234634964741,1
PUAV0G2XQ5MY,0.9485808414121085,1
9EH3M5EJR7KF,0.9485521345460001,1
C57MH1BKH7UL,0.9484425844533275,1
Q3OTRQDBS38Z,0.9484314601469844,1
YYZH9VVG55MV,0.9484097964177588,1
CKVFBYPVV3LR,0.9483552898581334,1
UHV7N5U4NLV7,0.9483414427997713,1
QGU8652S3K5K,0.9483384168101697,1
OSP3Q1I55TS1,0.9483221296734403,1
Z7VNURWJMUAT,0.9483053709065624,1
8JUEGKQHINFS,0.9482873353420344,1
JFWFPL66RS3H,0.9482521998736771,1
V4QPOD7HYDDA,0.9481504914907419,1
X9DL4MF6QF4F,0.9480853220558204,1
DA03WFSH2BUQ,0.9479980807285977,1
7FQ9X02FEAQU,0.9479393685041931,1
XXM50X3DDJK4,0.9479237682867607,1
HYV3IQ1PYSZG,0.9479209857241332,1
REFS9U0H5ISX,0.9479135221484332,1
DXGA21B5G4N1,0.9478974523071874,1
LO4M5ZK768HF,0.9478917124579885,1
QROC6WQIQW0V,0.9478801260409232,1
6QGBPZ8HNJW4,0.9478741348588382,1
SSI5SO6AGE8E,0.9478665255886917,1
6X9VSXJJKFQC,0.9478591786103151,1
1UM3W3LN8C3V,0.9478585398374837,1
0NQGTT64QB8G,0.9478493870572932,1
5BEDRZGTMWXG,0.9478291432281171,1
PK4Z22L7D7RP,0.9477821440802254,1
MIF1W88SCC54,0.9477812096271118,1
DI4ILETJYM8B,0.9477753712739923,1
TM4WIDH56WD4,0.9477533241415936,1
B9ZBHU6KE1FC,0.9476599497792795,1
S6TR7S0N75WC,0.9476379841692572,1
PDV32LZRLQ4C,0.9475778914682406,1
R7SLPSXSHAOG,0.9474212153851973,1
CK79VD32J0UG,0.9473716228947487,1
IIAU3RRC70NK,0.9473545423805262,1
GPGB5HNRHYQN,0.9473469815617418,1
4OCUHJPP3H58,0.9473145154923943,1
VQSTP8LC5PRZ,0.947279139534934,1
Q9H43IV7VMDJ,0.9472488711313689,1
ESP6I12YFIN9,0.9471218666099533,1
N0MR37QUCS16,0.9470806304423066,1
