IDENTIFIKATOR_KLIJENTA,DOB,TENURE_YEARS_REF,n_products,has_kredit,PRIMA_PLACU,avg_txn_per_month,avg_txn_amount,avg_balance,balance_trend,has_contact,CHURNED
0NR3OURXLW68,29,16.041067761806982,5,0,0,1.6666666666666667,95.34120000000001,17.298,-1.0282794117647058,0,0
0O1N44DH09HT,62,13.971252566735114,1,0,0,1.0,50.0,0.0,0.0,0,0
0O6RUPQW8VMD,48,15.33744010951403,1,0,0,5.4375,179.3987356321839,0.0,0.0,0,0
0OQFUTN9TNIB,30,9.949349760438055,4,0,1,23.125,96.65632432432432,569.358076923077,0.2986617647058799,0,0
0OTQTHZTBH6G,53,26.472279260780287,1,0,0,0.0,0.0,0.0,0.0,0,0
0OUKQA6PCDV9,70,9.585215605749486,5,0,0,15.8125,116.51577075098815,481.51285211267606,38.380860294117646,1,0
0OUTJTDJ3LYP,79,18.976043805612594,1,0,1,2.9375,300.65297872340426,318.2239240506329,-13.064007352941173,0,0
0OWV38JW4BBY,44,7.969883641341547,1,0,0,0.0,0.0,0.0,0.0,0,1
0P2SSR2NY7GL,118,29.27857631759069,1,0,0,0.0,0.0,862.9070588235294,0.00723529411765051,0,0
0P8G1946J8ND,78,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,1
0PGAM7GRERVN,67,11.137577002053389,1,0,0,0.0,0.0,0.0,0.0,0,1
0PR4SYU5PWXV,77,9.453798767967145,1,0,0,7.3076923076923075,31.099473684210526,0.0,0.0,0,0
0PRDBA0JJBSZ,43,12.643394934976044,1,0,0,0.0,0.0,0.0,0.0,0,1
0PTNII7VJ6EG,70,25.34154688569473,2,0,0,2.0,48.879999999999995,0.0,0.0,0,0
0PWA5XAFUXLN,44,14.882956878850102,1,0,0,32.75,20.61009541984733,0.0,0.0,0,0
0Q3PLDRZGGNG,60,19.42505133470226,2,0,0,0.0,0.0,0.0,0.0,1,0
0QCVGJ7OOBM2,79,27.381245722108144,5,0,1,33.125,37.64996226415094,3599.571222493887,117.39626470588234,0,0
0QCW5WXRFYRH,44,8.752908966461328,2,0,0,0.0,0.0,0.0,0.0,0,0
0QL9UFP7QI84,52,2.5489390828199863,1,0,0,0.0,0.0,0.0,0.0,0,0
0QPXNYCXLYRS,79,26.06160164271047,2,0,1,2.8125,198.6642222222222,250.9304285714286,2.9947867647058817,0,0
0QRSRZQ2VFVW,54,7.824777549623546,2,0,0,1.0,2.0,0.0,0.0,0,0
0QVB6PKJLK14,58,5.062286105407256,1,0,0,1.7142857142857142,130.83333333333334,0.0,0.0,0,0
0R9O3CG2LIZ7,54,12.917180013689254,1,0,0,0.0,0.0,0.0,0.0,0,0
0RC52KP9LYNF,66,19.42505133470226,1,0,0,2.6666666666666665,189.0,0.0,0.0,0,0
0S0U1KD269E9,51,9.637234770704996,1,0,0,4.4375,91.51830985915493,0.0,0.0,0,0
0S1WYZ9Y6DR0,40,7.3347022587268995,1,0,0,1.75,66.69142857142857,0.0,0.0,0,0
0S4R0AY9IQ7X,47,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
0SA25CH4D6V9,58,9.486652977412732,1,0,0,3.357142857142857,171.47765957446808,0.0,0.0,1,0
0SFZXRLJFXDW,58,19.42505133470226,1,0,0,8.75,104.20664285714285,0.0,0.0,1,0
0SOAT87PVY55,67,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
0SQN6U6K4HUP,69,1.4537987679671458,1,0,0,0.0,0.0,0.0,0.0,0,0
0SVIRXVQK0NK,46,5.034907597535934,1,0,0,12.0625,31.87937823834197,0.0,0.0,0,0
0T2L9ORP868E,55,7.723477070499658,2,0,0,10.0625,121.09900621118011,0.0,0.0,0,0
0T6W1GP297HE,51,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
0TAHP356BHJ1,72,1.4127310061601643,1,0,0,2.5,121.03800000000001,0.0,0.0,0,0
0TFL6JI2J6Y4,94,21.09514031485284,4,0,0,9.1875,161.24680272108841,1892.8662,56.69976470588236,1,0
0THP5VVUXMYA,16,1.894592744695414,1,0,0,1.3846153846153846,1.0677777777777777,4049.03,-456.88932352941174,0,1
0TJKV33XMPG4,39,7.841204654346338,1,0,0,0.0,0.0,0.0,0.0,0,1
0TJVMV5IFEYG,58,19.42505133470226,2,0,0,0.0,0.0,0.0,0.0,0,0
0TTRJYQZSYIN,85,32.48186173853525,4,0,0,3.25,182.93711538461537,26603.38547008547,-236.28893382352933,1,0
0TX4ELZCUQ2M,84,17.196440793976727,2,0,1,7.125,190.32763157894735,6121.47216374269,183.56309558823529,0,0
0TXAUONQ117J,68,1.9685147159479808,3,0,0,2.25,2980.198888888889,6333.608648648648,66.91206617647059,0,0
0U907IALYG9N,42,10.976043805612594,1,0,0,1.375,213.1818181818182,0.0,0.0,0,0
0UH0HNGRHTJK,36,9.853524982888432,11,1,1,23.5,260.9925,-2001.424987654321,-44.08091176470589,1,0
0UH8OAR9KTQW,88,15.600273785078713,3,0,0,1.1111111111111112,24.622,17622.884307692308,0.09253676470583314,0,0
0UKQ23WFL218,47,13.22655715263518,1,0,0,1.375,20.89909090909091,0.0,0.0,0,0
0UPUUYOGP4YJ,49,9.653661875427789,1,0,0,0.0,0.0,0.05,0.0,0,0
0UV4232G90DO,56,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
0UXQ0EX5S6DQ,68,14.888432580424366,2,0,0,1.0,101697.91,25000.0075,0.0,0,0
0UXXTH62XGIU,77,16.577686516084874,3,0,1,3.6875,94.72372881355932,520.0630864197531,3.7590367647058844,0,0
0V1GCZ7XR4ID,72,16.92539356605065,7,1,1,19.9375,35.14141065830721,147.11880597014925,12.565102941176466,0,0
0V655Y3HW01A,53,12.862422997946611,1,0,0,2.0,159.16666666666666,0.0,0.0,0,0
0VA3LWLB5JSE,82,9.949349760438055,3,0,1,2.1333333333333333,169.96,511.08160714285714,3.8485514705882315,0,0
0VGWOMQBU01R,54,28.550308008213552,1,0,0,1.75,171.78571428571428,0.0,0.0,0,0
0VP32KXO2MIP,27,0.4791238877481177,5,0,0,3.6,213.69722222222222,363.0370833333333,95.7295,0,0
0VRL7DP53YA9,65,27.523613963039015,1,0,0,1.75,185.71428571428572,0.0,0.0,0,0
0W260FM6UXIE,53,16.021902806297057,2,0,0,0.0,0.0,0.21,0.0,0,0
0WAXMQ8XXHA4,99,27.392197125256672,1,0,0,1.0,2974.29,4960.917777777778,-503.7712205882353,0,0
0WC35W1F6RWV,90,26.986995208761122,4,0,1,2.0,230.82357142857146,627.5657692307692,28.959595588235292,0,1
0WD9TP1MDRH9,67,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
0WDPOZ9V7NOZ,67,19.42505133470226,1,0,0,9.066666666666666,62.31875,0.0,0.0,0,0
0WGSFGBMZXGT,28,10.023271731690622,2,0,0,0.0,0.0,28.59,0.0,0,0
0X0UCK3EATBZ,29,14.751540041067761,6,1,1,43.0,44.1396511627907,779.5719153674833,95.19152205882354,0,0
0X2PGQVW83L3,83,29.374401095140314,1,0,0,0.0,0.0,0.0,0.0,0,0
0X417NLYTGKU,37,11.493497604380561,1,0,0,5.153846153846154,93.68865671641791,0.0,0.0,0,0
0XBM8CGYGE57,64,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
0XE94TQILVEG,55,19.42505133470226,1,0,0,2.5,137.36599999999999,0.0,0.0,0,0
0XVYLKTVL2EO,46,19.42505133470226,1,0,0,1.0,35.65,0.0,0.0,0,0
0YD8TWU98REN,34,1.5906913073237507,1,0,0,0.0,0.0,0.0,0.0,0,0
0YEELY0S55PQ,45,4.906228610540725,1,0,0,0.0,0.0,0.0,0.0,0,0
0YKV1LZRHBLW,44,6.4722792607802875,1,0,0,0.0,0.0,0.0,0.0,0,0
0YOK2E2IFOVW,46,1.5852156057494866,4,1,0,6.583333333333333,950.273164556962,7396.293566433566,-45.026970588235415,0,0
0YPBJUQNI1R3,79,18.584531143052704,1,0,0,0.0,0.0,2.99,0.0,0,1
0YRUR45Z2Q2T,65,28.791238877481177,1,0,0,4.0,9350.847,8810.782378048782,-163.58757352941174,0,1
0YT3F2Y4OSF5,75,27.247091033538673,2,0,1,4.125,163.87439393939394,3222.557857142857,-185.0176470588235,0,0
0ZIVLFT6L83A,59,19.42505133470226,1,0,0,3.769230769230769,179.7522448979592,0.0,0.0,0,0
0ZW9PLR3EYCI,66,7.879534565366187,1,0,0,1.0,73.26,0.0,0.0,0,0
10C8Z9X5MA9K,20,2.236824093086927,2,0,0,0.0,0.0,0.0,0.0,0,0
10EN7J6ADILR,57,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
10G6H94SZVOJ,73,26.82819986310746,6,0,1,19.3125,129.5142718446602,33176.100332326285,-1351.3038529411767,1,0
10JKXAC6APAD,63,26.023271731690624,8,1,1,24.875,76.39685929648242,1487.595808219178,-0.9815514705882326,0,0
10MYVUKCKL4S,78,29.67008898015058,4,0,1,2.933333333333333,360.4481818181818,1779.6913749999999,-79.42250735294118,0,0
10OEPEK3HFO1,38,0.11225188227241616,1,0,0,0.0,0.0,0.0,0.0,0,0
10OPFJT70WBK,86,25.968514715947983,2,0,1,5.3125,168.3064705882353,59981.742755905514,829.4646323529411,0,0
10VRR2M5H123,41,11.838466803559205,1,0,0,0.0,0.0,0.0,0.0,0,0
10WBJCIQSG6H,35,10.346338124572211,6,0,0,9.0,21.817569444444445,12.434550264550266,0.30466176470588235,1,0
10Z3ZCAVK5Z1,79,25.911019849418206,2,0,1,2.8461538461538463,207.9162162162162,521.9234615384615,-2.7949560439560437,0,0
112659V8KGET,58,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
114GG3ULDWUL,73,26.42299794661191,2,0,0,1.9230769230769231,43.7152,1370.6163963963966,-28.180426470588237,0,0
116QDMPKUEE0,11,9.81245722108145,1,0,0,0.0,0.0,0.0,0.0,0,0
11O2EIDLQZSO,62,10.132785763175907,1,0,0,0.0,0.0,0.0,0.0,0,0
12ACBG59ZIEC,66,24.78576317590691,2,0,0,2.1875,30.517714285714288,20.586506024096387,0.405360294117647,0,1
12D6BNC14Q6V,50,4.216290212183436,1,0,0,1.2,358.3333333333333,0.0,0.0,1,0
12LSQAHIXYKO,52,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,1
12S73NXJUPOW,69,12.528405201916495,7,0,1,2.0,726.1060714285713,603.2364285714286,23.724316176470584,0,0
12SYNQA01ABJ,80,19.42505133470226,1,0,0,2.3846153846153846,179.41612903225806,0.0,0.0,0,0
12Y9SW8VNEQK,60,4.887063655030801,1,0,0,1.3333333333333333,469.2,0.0,0.0,0,0
13CQV2Q483T6,34,6.628336755646817,7,1,0,3.875,24.335806451612903,12.0048623853211,1.0842132352941178,0,0
13ER9C5OE2AU,55,19.42505133470226,1,0,0,7.1875,115.13086956521738,0.0,0.0,0,0
13MJEACGJFH4,96,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
13RC9LVL8A1U,39,7.6796714579055445,1,0,0,9.285714285714286,20.31646153846154,0.0,0.0,0,0
13SJ61KPZ7DQ,66,25.125256673511295,1,0,0,0.0,0.0,0.0,0.0,0,0
13UH41B982AK,69,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
13VNUFMMBQ98,27,8.265571526351813,7,0,1,42.8125,168.9114306569343,1261.1851176470589,1.9730588235294124,1,0
13X4WWPO20A9,75,28.531143052703626,2,0,1,3.25,201.8521153846154,5296.0976388888885,-12.69427205882353,0,0
13XNZEIYVG3O,37,4.944558521560575,1,0,0,1.0,300.0,0.0,0.0,0,0
13ZDO29AFC9B,59,19.682409308692677,9,1,1,17.1875,110.82567272727273,231.81286089238844,-33.041823529411765,0,0
14470YHCNUU8,80,19.42505133470226,1,0,0,12.0,114.1609375,0.0,0.0,0,0
147SHHKMFRD8,38,19.42505133470226,1,0,0,2.125,41.61,0.0,0.0,0,0
14989KKEAB4R,45,9.500342231348391,1,0,0,1.5,43.333333333333336,0.0,0.0,0,0
14IFT45KUO0D,60,25.968514715947983,1,0,0,1.0,1515.805,2369.9016666666666,-92.0251544117647,0,0
14L6NQZCGU9B,75,20.320328542094455,1,0,0,5.444444444444445,180.36204081632653,2480.4764999999998,159.93408333333338,1,0
14M3V6UFTSCE,58,15.36208076659822,2,0,0,1.0,540.0,0.0,0.0,0,0
14T2HXJ6UJR3,50,19.42505133470226,2,0,0,3.0,42.083333333333336,0.0,0.0,0,0
14U2AMBG2UY4,56,17.420944558521562,1,0,0,2.0,153.595,0.0,0.0,0,0
14XO8NK8UMOH,18,10.160164271047227,2,0,0,1.0,520.0,8543.444444444445,34.8011764705883,0,0
14ZLBL2PTJV3,66,19.42505133470226,1,0,0,1.0,50.0,0.0,0.0,0,0
152O30NHO6ZU,87,19.87953456536619,3,0,1,4.875,113.79410256410257,1266.1315748031495,19.36077205882352,0,0
159YBGXQTZPK,78,18.47501711156742,2,0,0,0.0,0.0,0.0,0.0,0,0
15HS739Q985X,70,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
15OIW5WF4FUU,77,28.522929500342233,3,0,0,2.875,109.63695652173914,376.46143884892086,109.3717205882353,0,0
1652AI3W9HOH,70,8.112251882272416,1,0,0,0.0,0.0,0.0,0.0,0,0
16CPF99CE0YF,89,19.24435318275154,2,0,0,2.2666666666666666,305.5261764705882,243.70234042553193,21.630169117647057,0,1
16Q3O87XQ8TD,68,16.83230663928816,2,0,1,1.9375,268.69193548387096,23930.78017857143,12.232698529411792,0,0
16ULBJTTWEKW,18,0.216290212183436,2,0,0,13.0,96.46076923076923,658.97,512.6125000000001,0,0
16ZTLD0I06MJ,62,26.392881587953458,5,0,1,2.6875,237.45348837209303,8733.843963963964,-133.638625,0,0
17FBAQSYDIH0,78,18.06160164271047,2,0,0,0.0,0.0,9.27,0.0,0,1
