client_id,tenure_years,n_products,has_loan,receives_salary,avg_txn_per_month,avg_txn_amount,txn_trend,avg_balance,balance_trend,n_contacts,age,credit_rating,has_deposit,digital_txn_ratio,debit_credit_ratio,balance_volatility,txn_amount_std,recency_days,n_complaint_contacts,avg_product_age_years,churned
5OW3DTAZ6VZ0,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,84,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,4.563997262149213,0
6S7CJHVL1TL2,0.8487337440109514,1,0,0,1.125,2.283333333333333,0.02756892230576441,1.5004545454545453,-0.7737499999999999,0.0,85,6.0,0,0.0,4.0,3.6893871818742174,3.0021783757798266,24.0,0.0,0.8459958932238193,0
8DFDD0PRMPPC,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,57,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,4.6242299794661195,0
QB4YRXUCZEYZ,10.403832991101986,11,0,1,39.44444444444444,76.08518309859156,0.4,5218.5823396226415,338.136,1.0,26,2.0,0,0.09577464788732394,4.836065573770492,1145.0490133963092,211.5477201034537,1.0,0.0,6.407566423993529,0
FC5BP6UK6BQV,12.747433264887064,6,0,0,5.666666666666667,96.79450980392157,0.18333333333333332,495.4490666666667,77.34308333333334,1.0,85,3.0,0,0.0,3.3333333333333335,229.50816383900167,119.16616483404549,2.0,0.0,10.777093315080995,0
ICS3L43PC0AG,26.28336755646817,9,0,1,52.55555555555556,90.19482029598309,1.65,1678.6954193548388,-84.6035,5.0,26,5.0,1,0.080338266384778,6.40625,340.5947954263655,245.5837359422293,1.0,0.0,8.168529926230132,0
74VKNC4E7K8B,27.238877481177276,8,1,1,22.77777777777778,64.6930243902439,-0.08333333333333333,5395.85868852459,1073.11525,1.0,64,2.0,0,0.8341463414634146,10.444444444444445,2943.7223823436734,235.9878034726944,13.0,0.0,12.583162217659138,0
ISRM2P182GIJ,9.700205338809035,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,75,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,4.243668720054757,0
PQMFJ9F50T0K,26.195756331279945,5,0,1,3.3333333333333335,212.48966666666666,-0.15,654.9892682926829,-67.19458333333333,0.0,78,2.0,0,0.0,1.5833333333333333,383.4226701940693,334.9430854121373,7.0,0.0,8.159890485968514,0
RYD6N5NQHP4Z,17.921971252566735,3,0,0,2.0,13.125,0.5,-3.3333333333333335,1.8279999999999998,1.0,47,11.0,0,0.0,10.0,7.0713019389014296,27.45990501318847,27.0,0.0,9.804243668720055,0
ZYKBOYJECEA6,16.372347707049965,9,0,1,12.222222222222221,57.13854545454545,0.65,655.6820547945206,15.765166666666671,0.0,68,3.0,1,0.0,11.333333333333334,90.61203403797974,89.94869484482197,1.0,0.0,8.091261692904403,0
4HTB872QJ778,2.7871321013004793,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,61,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,2.784394250513347,0
1Q2GRPEB1PQL,19.67693360711841,1,0,0,4.666666666666667,63.51833333333333,-0.45,0.0,0.0,1.0,65,3.0,0,0.0,42.0,0.0,65.32701681863917,21.0,0.0,4.164271047227926,0
0P2SSR2NY7GL,29.530458590006845,2,0,0,0.0,0.0,0.0,862.949,0.0029999999999972713,0.0,118,3.0,0,0.0,0.0,0.014999999999986358,0.0,275.0,0.0,29.530458590006845,0
5VY68UZOA91N,18.77891854893908,4,0,0,10.555555555555555,109.8722105263158,-2.55,865.4024761904761,324.74825,0.0,79,3.0,0,0.0,5.4,1185.723296960493,275.62313213987227,13.0,0.0,10.260780287474333,0
5TGK3UQDR10I,19.67693360711841,1,0,0,3.0,35.74166666666667,-0.7228915662650602,0.0,0.0,0.0,67,3.0,0,0.0,12.0,0.0,37.34792116238219,1.0,0.0,3.8329911019849416,0
1Y77WKIIHMDU,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,65,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,3.477070499657769,0
URC3WEWJJLRV,18.559890485968516,4,0,1,3.4444444444444446,117.10516129032258,0.05,60.476875,22.53166666666667,4.0,63,10.0,0,0.0,2.5555555555555554,114.23907256276199,115.24124588216286,1.0,0.0,11.271731690622861,0
45FRICQOR249,26.088980150581794,2,0,1,2.5555555555555554,145.46695652173912,-0.26666666666666666,348.1035,91.44983333333334,0.0,71,6.0,0,0.0,0.8461538461538461,269.9433658079968,106.2222745616167,12.0,0.0,2.6119096509240247,0
E91JGQH9L4VH,14.171115674195756,4,0,0,19.875,95.78238993710691,-5.421052631578948,-109.14583333333333,-1.9286666666666668,2.0,58,4.0,0,0.0,4.517241379310345,16.52503235834788,274.42320648967507,26.0,0.0,7.6036960985626285,0
FMOY5A52FQZM,19.67693360711841,1,0,0,5.125,106.25853658536586,-0.12781954887218044,0.0,0.0,0.0,54,3.0,0,0.0,41.0,0.0,87.974555911382,8.0,0.0,3.9534565366187544,0
73BXBX2EA4B2,5.0568104038329915,2,0,0,8.285714285714286,19.56655172413793,-2.6188524590163933,216.887868852459,-60.81654761904762,1.0,48,5.0,0,0.0,13.75,169.49772201903735,37.99529368601789,54.0,0.0,4.427104722792608,0
8IEMF6UM27JJ,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,68,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,4.563997262149213,0
LW1OGW0WXZGM,9.705681040383299,4,0,0,10.88888888888889,67.83489795918366,-0.03333333333333333,0.0,0.0,0.0,75,3.0,0,0.0,98.0,0.0,180.59745384286447,5.0,0.0,2.8234086242299794,0
532VMJNJDQYP,29.09514031485284,12,0,1,25.0,53.673199999999994,0.8333333333333334,1181.1315498154981,298.0570833333333,0.0,69,2.0,0,0.0,7.37037037037037,980.4739039015491,175.24026814348352,2.0,0.0,12.375770020533881,0
E5TX0FL2LKUD,1.8069815195071868,1,0,0,6.333333333333333,295.23912280701757,0.5166666666666667,396.91092307692304,96.57608333333333,1.0,30,6.0,0,0.2982456140350877,3.4615384615384617,417.82600787272816,444.94262096076056,8.0,0.0,1.8042436687200547,0
5N61QFD0BADL,12.840520191649555,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,70,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,15.080082135523615,0
DE9E8TO9DL7L,1.9794661190965093,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,60,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,1.9767282683093772,0
XZTT7TX88TJX,29.09514031485284,4,0,1,18.77777777777778,93.48165680473373,0.11666666666666667,2800.5025503355705,49.89758333333332,0.0,54,2.0,0,0.5266272189349113,8.444444444444445,747.8289829608437,197.87581063420419,1.0,0.0,16.575633127994525,0
49M6Q25SV398,26.102669404517453,6,0,1,6.666666666666667,86.1125,-0.05,3546.1277639751556,74.71616666666667,0.0,83,2.0,0,0.0,2.8125,214.73039870446374,164.73694472719484,12.0,0.0,13.330139174081678,0
YR157TCIFS6F,4.933607118412047,1,0,0,2.4444444444444446,250.0,0.1,0.0,0.0,0.0,55,3.0,0,0.0,22.0,0.0,80.17837257372733,8.0,0.0,3.7973990417522243,0
83FHHXJXSA1L,29.79876796714579,6,0,1,2.888888888888889,234.46653846153848,-0.31666666666666665,1539.7343548387096,-88.66808333333331,0.0,80,3.0,0,0.0,1.0769230769230769,285.3467834604937,189.62134704599706,29.0,0.0,10.640657084188911,0
VOMFVXCF4WA1,13.604380561259411,4,0,1,2.2222222222222223,158.7395,0.05,159.89241379310346,-3.810916666666667,0.0,82,3.0,0,0.0,0.23529411764705882,22.81418342342714,221.99029899323364,20.0,0.0,11.091033538672143,0
PS7QVDQQ5ORQ,4.41615331964408,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,38,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,4.413415468856948,0
MGV3DN5NAY24,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,70,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,3.9534565366187544,0
AQVNXQ7ZJFQD,19.67693360711841,1,0,0,1.8888888888888888,226.47058823529412,-0.23333333333333336,0.0,0.0,0.0,76,3.0,0,0.0,17.0,0.0,88.59607613140862,9.0,0.0,4.164271047227926,0
NQTYHAZ4BO10,17.084188911704313,4,0,1,3.111111111111111,199.65,-0.2,310.5551219512195,-20.15741666666667,0.0,69,2.0,0,0.0,0.6111111111111112,128.9221433683696,268.6598989911332,19.0,0.0,10.158110882956878,0
FZAUM1N5PQRK,17.059548254620122,1,0,0,0.0,0.0,0.0,0.5775,-0.03535714285714286,0.0,47,3.0,0,0.0,0.0,0.12472827609304499,0.0,275.0,0.0,11.039014373716633,0
577H4HP9R0CS,27.633127994524298,4,0,1,2.625,531.2280952380953,0.18295739348370926,2953.9208333333336,619.92375,0.0,81,3.0,0,0.0,0.8333333333333334,1930.274545114956,605.4614316173992,12.0,0.0,15.543463381245722,0
X4X29QAI8DHB,27.189596167008897,6,0,0,7.125,105.42543859649123,-0.34523809523809523,8.786741573033712,129.03966666666668,0.0,81,3.0,0,0.0,6.25,363.6243092465079,141.55822113773257,36.0,0.0,7.065480264658909,0
6K55XO5D9Q7W,19.43874058863792,11,0,0,9.666666666666666,110.89747126436781,0.06666666666666667,83.87020000000001,-15.902166666666668,0.0,50,3.0,0,0.5402298850574713,1.3157894736842106,78.27786875931153,221.47496601258422,1.0,0.0,10.14747059921598,0
5RY5DJCQWBM0,21.503080082135522,3,0,1,3.111111111111111,394.9353571428572,-0.13333333333333333,17824.872115384616,99.93500000000003,0.0,63,3.0,0,0.0,0.9333333333333333,308.83647401825573,336.0754737156538,27.0,0.0,15.723477070499658,0
BFVC9LJO2UBR,12.101300479123887,2,0,0,4.555555555555555,142.10463414634145,0.11666666666666667,161.59060606060606,-22.313666666666666,1.0,88,5.0,0,0.0,4.25,154.53261734986566,143.68711551662454,10.0,0.0,8.132785763175907,0
E853E09KBN6F,14.702258726899384,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,72,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,6.151950718685832,0
4VXQ033G5T0I,25.763175906913073,1,0,0,6.75,89.43555555555555,-1.5,0.0,0.0,0.0,61,3.0,0,0.0,27.0,0.0,118.34396846394358,115.0,0.0,4.164271047227926,0
IEOBNI79X5MK,7.8056125941136205,2,0,0,2.3333333333333335,392.85714285714283,-0.07999999999999999,0.0,0.0,0.0,66,3.0,0,0.0,14.0,0.0,132.8057326976612,31.0,0.0,7.110198494182067,0
XCYJQ6049V8L,1.7440109514031485,2,0,0,1.875,95.38266666666667,0.03184713375796178,0.0,0.0,0.0,50,3.0,0,0.0,15.0,0.0,71.04189211471001,3.0,0.0,1.7371663244353184,0
IC7Q5BBPO6EM,20.20807665982204,4,0,1,11.444444444444445,124.70135922330097,0.45,114.9744262295082,-2.195333333333335,0.0,65,3.0,0,0.0,2.7142857142857144,38.91609808649601,134.94097764991477,8.0,0.0,12.41615331964408,0
YUETVIHRIDRQ,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,51,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,14.661190965092402,0
H5JJ5MPBHQ6B,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,48,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,4.164271047227926,0
HW4C0SZ7BK57,16.659822039698838,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,51,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,4.432580424366872,0
ATUEEV9NP940,29.90280629705681,4,0,1,6.111111111111111,159.96145454545456,-1.1333333333333333,4912.592535211268,200.22825,1.0,82,2.0,0,0.0,4.090909090909091,552.8029925663192,226.5747862669613,13.0,0.0,16.924709103353866,0
H5WISSU7RP8C,0.9007529089664613,4,0,0,4.714285714285714,49.31848484848485,0.25,37.4230303030303,-1.3959166666666667,3.0,54,6.0,0,0.030303030303030304,0.8888888888888888,17.90863579704247,76.42604137829969,25.0,0.0,0.9000684462696783,1
6DPZ75SSX2U9,29.07049965776865,13,0,1,37.666666666666664,329.53528023598824,-4.066666666666666,9002.6732,2698.7665833333335,9.0,30,3.0,0,0.45427728613569324,1.537313432835821,10857.043112689986,1014.6703566965596,2.0,0.0,7.529089664613279,0
4WQIRVXI6CE4,0.6269678302532512,1,0,0,1.0,481.42857142857144,0.0,0.0,0.0,0.0,32,3.0,0,0.0,7.0,0.0,22.677868380553633,29.0,0.0,0.621492128678987,0
WK2N8JD71WW9,26.43668720054757,15,1,1,29.77777777777778,81.91835820895523,1.4333333333333333,-690.8813826366559,-21.820416666666667,1.0,58,8.0,1,0.0,2.684931506849315,156.4236464723107,168.7469614882788,1.0,0.0,10.257084188911705,0
DMOCLL1LCMYX,8.210814510609172,1,0,0,1.125,500.0,0.011904761904761904,0.0,0.0,0.0,52,3.0,0,0.0,9.0,0.0,152.0690632574555,28.0,0.0,4.563997262149213,0
CB1HW180HYMH,29.880903490759753,3,0,1,2.6666666666666665,173.76041666666666,-0.16666666666666666,1731.2076190476191,-189.65141666666665,0.0,65,3.0,0,0.0,0.6666666666666666,924.4913055796474,238.2968509248253,19.0,0.0,10.890257814282455,0
UI4T0WCXPUM0,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,79,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,4.082135523613963,0
MXZW2JG8VHQY,9.349760438056126,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,6.0,0,0.0,0.0,0.0,0.0,275.0,0.0,8.728268309377139,0
HOMBC2ZJF4FL,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,58,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,3.0663928815879533,0
B3HVKS7704L8,6.006844626967831,2,0,0,1.0,148.98428571428573,0.0,2839.165714285714,72.93658333333333,1.0,18,3.0,0,0.0,0.0,229.99523902832073,37.79644730092272,84.0,0.0,6.006844626967831,0
P0TWMOACO1HO,13.051334702258726,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,75,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,4.082135523613963,0
7QLXCXVBN5ZF,26.146475017111566,8,0,1,50.888888888888886,172.12528384279477,1.8333333333333333,9046.409081632653,-34.297249999999956,6.0,67,3.0,0,0.11135371179039301,20.857142857142858,2244.7564313223816,674.0323309282504,2.0,0.0,7.831622176591376,0
QBD7FRFG3A9F,27.852156057494867,2,0,0,3.857142857142857,347.5096296296296,-0.24999999999999997,1283.1520512820514,-352.7658928571428,0.0,95,2.0,0,0.0,1.0,913.9087287234457,345.14016138911404,90.0,0.0,10.861054072553046,0
WDU9GJ5N88EQ,9.705681040383299,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,2.6913073237508556,0
BQEXO58ONISZ,6.034223134839151,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,6.026009582477755,0
WJ89NB0ZC73Q,31.077344284736483,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,4.563997262149213,0
BQTXYMD5USB4,26.425735797399042,6,0,1,8.333333333333334,1612.8210666666666,0.03333333333333333,12736.1715,332.62666666666667,0.0,51,3.0,1,0.0,0.9487179487179487,3939.028462609344,8898.039385781896,12.0,0.0,11.225188227241615,0
D6R29INH8F68,6.54072553045859,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,6.537987679671458,0
HX0J4BA1QWHY,4.895277207392197,2,0,0,9.333333333333334,44.2652380952381,0.4166666666666666,45.895270270270274,0.9479166666666665,3.0,19,6.0,0,0.0,8.444444444444445,6.891425832148235,112.31625538110764,14.0,0.0,4.346338124572211,0
F725LMMYZ442,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,58,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,15.159479808350445,0
DF5R6OECC00O,26.261464750171115,6,0,1,2.75,130.77227272727274,0.2072072072072072,4005.22375,8.422333333333427,0.0,87,3.0,1,0.0,1.5555555555555556,304.1715867501613,182.85309252777134,12.0,0.0,14.409765001140771,0
AMYCNMM5IUNG,19.67693360711841,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,80,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,7.864476386036961,0
3PWEIX9DI12U,29.861738535249827,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,94,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,16.971937029431896,0
QLEPBSBWB23E,27.498973305954827,5,0,1,10.777777777777779,87.29958762886598,0.08333333333333333,342.13084615384616,-7.003666666666666,1.0,53,3.0,0,0.0,8.8,124.5235844127529,138.33550512791308,8.0,0.0,12.984531143052704,0
O1Z4TDO8GJGI,2.622861054072553,1,0,0,6.666666666666667,74.7415,-0.65,0.0,0.0,0.0,46,3.0,0,0.0,60.0,0.0,51.65496513536325,7.0,0.0,2.614647501711157,0
E7RV5FX4CKRT,26.43668720054757,11,0,1,6.75,92.68814814814814,2.5315315315315314,423.47320175438597,-15.576666666666672,9.0,73,4.0,0,0.018518518518518517,2.235294117647059,135.05472737416903,139.303184986738,1.0,1.0,13.275340675751353,0
NFKKJ43RM0HL,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,66,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,4.243668720054757,0
RWR73RBTWWJL,6.026009582477755,1,0,0,13.444444444444445,20.31429752066116,1.2833333333333334,0.0,0.0,0.0,68,3.0,0,0.0,121.0,0.0,36.2386621999775,5.0,0.0,4.164271047227926,0
N26NECD8Q3XP,1.842573579739904,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,82,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,1.242984257357974,0
OQ8TT4GHH4IP,17.34154688569473,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,85,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,15.416837782340862,0
H9HDUQZD05GS,26.297056810403834,6,0,1,1.7142857142857142,549.4208333333333,-0.028350515463917526,453.18666666666667,14.34083333333333,2.0,81,2.0,0,0.0,1.1666666666666667,195.28349274374023,400.02937254562,12.0,0.0,14.559434177503991,0
OZUE6EL9F2NB,19.67693360711841,1,0,0,2.2222222222222223,147.858,0.3,0.0,0.0,0.0,49,3.0,0,0.0,20.0,0.0,115.88116683641229,10.0,0.0,4.164271047227926,0
43Y1H9B05N4Q,19.67693360711841,1,0,0,5.777777777777778,17.356346153846154,0.6999999999999998,0.0,0.0,2.0,54,3.0,0,0.0,52.0,0.0,17.047127298543,19.0,0.0,4.563997262149213,0
D4MTVA7C46JI,26.146475017111566,4,1,1,5.666666666666667,728.3692156862745,0.08333333333333336,-3132.4061538461538,-83.74308333333335,0.0,72,2.0,0,0.0,2.25,419.01281323967623,844.0174790437534,9.0,0.0,1.624914442162902,0
U8UOJX8M7C43,26.11088295687885,15,1,1,5.888888888888889,89.84679245283019,-0.31666666666666665,-194.15558139534886,7.156166666666666,0.0,72,4.0,0,0.0,1.5714285714285714,23.62662296012699,145.9743124237642,12.0,0.0,9.976545744923568,0
WUWIF8K02IEY,17.084188911704313,6,0,1,8.555555555555555,177.70181818181817,-0.03333333333333333,301.67915492957746,36.154666666666664,0.0,55,3.0,0,0.38961038961038963,4.2,170.3836978337423,190.35004619417458,12.0,0.0,9.653205566963267,0
U3KW3VO3M44Z,26.140999315537304,1,0,0,0.0,0.0,0.0,0.01,0.0,0.0,82,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,2.1546885694729636,0
0KHGOIC9RZ9J,28.802190280629706,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,61,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,6.573579739904175,0
5DQBPT67BY65,26.647501711156742,6,0,0,8.11111111111111,122.11794520547946,-0.8666666666666667,108.92422413793105,11.715083333333334,1.0,67,3.0,0,0.0,2.7,40.84155531168932,185.728164964275,27.0,0.0,8.16746520647958,0
G6V8M0XETIZ1,26.69678302532512,1,0,0,0.0,0.0,0.0,0.1,0.0,0.0,64,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,18.313483915126625,0
WTVQVXKOMXVU,8.227241615331964,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,42,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,1.9000684462696784,0
DGS5MGMELVQ6,19.93429158110883,3,0,0,0.0,0.0,0.0,2220.1009999999997,0.39033333333333453,0.0,51,3.0,1,0.0,0.0,1.9516666666666918,0.0,275.0,0.0,14.300707278120008,0
T3MSGZZG9WS7,10.231348391512663,2,0,0,0.0,0.0,0.0,2.3,0.0,0.0,70,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,10.231348391512663,0
A290RGIYU2IF,13.626283367556468,2,0,0,1.0,0.08,0.0,9628.01,-131.58374999999992,1.0,81,3.0,0,0.0,0.0,383.84416548074745,0.0,30.0,0.0,6.691307323750856,0
LDISLRFL7B1S,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,58,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,2.3928815879534566,0
8Q3937SDRM7R,30.036960985626283,3,0,1,2.2222222222222223,208.8825,0.0,210.71297297297298,-10.307,2.0,96,3.0,0,0.0,2.0,99.42577102765885,134.77990252630397,22.0,0.0,11.16039242527949,0
J7W57A8WLMY0,5.9110198494182065,1,0,0,2.25,377.93111111111114,0.42857142857142855,0.0,0.0,0.0,39,3.0,0,0.0,9.0,0.0,227.25693869739402,28.0,0.0,2.652977412731006,0
CUU3B1DAEAA3,26.217659137577,8,0,1,2.2222222222222223,652.7684999999999,0.05,10130.787222222223,204.8660833333333,0.0,82,3.0,1,0.0,0.4,578.8475293495065,2207.9112534397873,27.0,0.0,11.510266940451745,0
VG5DR84YR8UO,17.130732375085557,2,0,0,0.0,0.0,0.0,3537.5939999999996,0.11800000000002911,0.0,18,3.0,0,0.0,0.0,0.5900000000001455,0.0,275.0,0.0,10.392881587953456,0
RQ7FRDPF03WO,26.934976043805612,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,61,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,4.3709787816564,0
XRDMDA1864MY,24.396988364134156,2,0,0,1.4,285.79,-0.08823529411764706,8755.713421052631,-173.55325000000008,0.0,57,3.0,1,0.0,0.14285714285714285,1092.7505947839588,755.8955598052771,22.0,0.0,9.477070499657769,0
7VGBTNPHZ7GG,14.047912388774812,1,0,0,5.777777777777778,26.330576923076926,-0.23333333333333334,0.0,0.0,0.0,71,3.0,0,0.0,52.0,0.0,13.154138454652317,1.0,0.0,6.877481177275839,0
NJ0XRFTIL19S,26.04243668720055,7,0,1,5.444444444444445,229.7704081632653,0.9666666666666668,171.1111475409836,26.8795,0.0,77,3.0,0,0.0,1.5,208.50163703560645,231.7270947324962,1.0,0.0,8.054365894201622,0
1X4OZ99Y709O,29.05133470225873,8,0,1,8.333333333333334,298.04226666666665,-0.5833333333333334,-667.550826446281,6.385249999999995,0.0,53,5.0,0,0.04,2.4545454545454546,408.88312943615074,894.0605451633382,9.0,0.0,14.0201916495551,0
O75SPVH2YSDI,26.965092402464066,6,0,1,2.3333333333333335,98.64857142857143,-0.13333333333333333,113.59205128205129,-22.358999999999998,0.0,84,5.0,0,0.0,2.6666666666666665,94.01310470856944,77.72931546628429,29.0,0.0,15.151722564453571,0
JUOMT397YPY0,10.20123203285421,11,1,1,73.77777777777777,57.96918674698795,-3.1666666666666665,-218.83489971346702,165.4838333333333,1.0,50,2.0,0,0.18825301204819278,6.823529411764706,652.0872013793692,209.84335543483894,1.0,0.0,7.897455043245597,0
GH4EOBS8HDH1,14.759753593429158,7,0,1,53.333333333333336,43.954145833333335,1.6166666666666665,738.0153703703703,-50.279833333333336,1.0,27,2.0,0,0.06875,19.91304347826087,378.5671326069893,145.34060194234812,1.0,0.0,6.207881099051531,0
35G1PKG69M4E,24.758384668035593,1,0,0,2.0,136.39625,0.047619047619047616,1506.013488372093,45.25934523809524,0.0,85,3.0,0,0.0,0.5454545454545454,199.76071869931752,194.10472612741813,40.0,0.0,10.787132101300479,0
JPZAX1MU69LY,11.945242984257359,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,78,3.0,0,0.0,0.0,0.0,0.0,275.0,0.0,4.082135523613963,0
FEIJSH98EFWL,10.3709787816564,5,0,1,14.333333333333334,45.92093023255814,0.45,231.18960784313728,-11.1065,0.0,67,3.0,0,0.0,15.25,77.61185999897181,80.88015974114361,2.0,0.0,9.442847364818617,0
VPHS58WQPSYQ,9.850787132101301,3,0,0,2.5,23158.554,-3.0,17068.604583333334,-216.66291666666646,0.0,77,3.0,1,0.0,1.0,5401.256187493243,21148.825532681007,60.0,0.0,1.5760894364590463,0
3AD88BQCO64T,8.854209445585216,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,57,6.0,0,0.0,0.0,0.0,0.0,275.0,0.0,1.789185489390828,0
