client_id,tenure_years,n_products,has_loan,receives_salary,avg_txn_per_month,avg_txn_amount,txn_trend,avg_balance,balance_trend,n_contacts,churned
RQ7FRDPF03WO,26.934976043805612,2,0,0,,,,,,,0
MBPE9GURNG68,0.9034907597535934,3,0,0,,,,,,,0
SA2XC2PGXFNW,8.084873374401095,2,0,0,,,,,,,0
F2PNM6ZA5R11,18.491444216290212,5,0,1,3.0,19.921481481481482,0.16666666666666666,12.999642857142858,-0.11700000000000005,,0
A3BYDN6GORAE,19.129363449691994,1,0,0,,,,,,,0
CY8N2F1G16ET,19.67693360711841,1,0,0,5.333333333333333,139.69416666666666,0.45000000000000007,,,,0
U5EDCFUFIVUP,17.0403832991102,7,0,1,5.777777777777778,203.0723076923077,0.6166666666666667,128.2320895522388,0.6635000000000003,,0
SFOKD97MMR0G,1.6317590691307324,1,0,0,,,,,,,0
DU4XE6K6BYZ5,26.414784394250514,1,0,0,,,,,,,0
N48PPEA2CI45,8.227241615331964,1,0,0,6.0,40904.445,0.0,40942.710999999996,-283.8850000000002,,0
74VKNC4E7K8B,27.238877481177276,8,1,1,22.77777777777778,64.6930243902439,-0.08333333333333333,5395.85868852459,1073.11525,1.0,0
S4TV59NGM8BP,5.566050650239562,3,0,0,1.5714285714285714,2.416363636363636,-0.003623188405797094,-6.407777777777778,-0.2565,,0
H5M8SS4KV6TJ,25.12251882272416,4,0,1,2.0,419.256875,0.03333333333333333,504.60499999999996,2.620750000000006,,0
9WRROIW6K069,11.14031485284052,1,0,0,4.0,9.745000000000001,-1.0,,,,0
KYSNHAOGK8Z1,19.67693360711841,2,0,0,,,,,,,0
80X93M5PMSGA,27.520876112251884,8,1,1,1.6666666666666667,411.2753333333333,-0.15,304.6478571428571,17.75808333333334,,0
LTRDO6ABGE33,5.308692676249144,1,0,0,1.0,45.99,0.0,,,,0
9F3UJU64JUVX,8.451745379876797,1,0,0,,,,,,,0
LT1G28JQHL8F,13.78507871321013,1,0,0,,,,,,,0
KW1G3ESVS41K,18.77891854893908,1,0,0,,,,,,,0
MGLSETXQ823P,10.231348391512663,13,1,1,11.555555555555555,39.85173076923077,-1.1,-222.99962765957446,15.215916666666661,1.0,0
C607V5A0NT2P,25.796030116358658,1,0,0,1.75,271.42857142857144,0.15384615384615385,,,,0
DAUPY8E3LRNG,5.28952772073922,1,0,0,,,,,,,0
4C1FD695XAEB,6.855578370978781,1,0,0,,,,,,,0
0HKX8BAGMYEM,18.765229295003422,7,0,1,40.111111111111114,50.15036011080332,-3.8666666666666667,242.41662162162166,-35.60475,,0
FYVO00ZCZFMG,29.021218343600275,3,0,0,1.7777777777777777,41.485625,0.15,135.60424242424241,-13.432333333333334,,0
2TIBPAP7HTQB,12.139630390143736,1,0,0,1.2,60.0,0.14864864864864866,,,1.0,0
S70ZX948F6SM,9.963039014373717,14,1,1,34.888888888888886,83.51535031847133,-0.15,-1121.2983180428134,-14.680166666666668,,0
3VJR9CAQYX4W,19.67693360711841,1,0,0,2.0,40.2,0.0,,,,0
3RC3YOM9RUMD,25.75770020533881,2,0,0,2.5,195.7245,0.036036036036036036,71.82038461538461,7.241166666666667,,0
XKOSPTBHOIPF,19.67693360711841,1,0,0,,,,,,,0
HLASC1V16F5G,19.67693360711841,1,0,0,7.0,126.00174603174602,-0.18333333333333332,,,,0
DXOXPE4XRRUB,10.184804928131417,1,0,0,1.75,368.33714285714285,0.14285714285714285,,,1.0,0
WABLE6UUSVHF,9.911019849418206,2,0,0,1.0,13.27,0.0,631.67,13.71233333333334,,0
RL0IWLRTBQCZ,4.48186173853525,1,0,0,,,,,,,0
CZGQ5AMUOBU4,10.33264887063655,5,0,0,4.333333333333333,433.2128205128205,0.08333333333333336,92.36024390243902,-0.045166666666666674,,0
MZ8PRNTITMYI,10.20123203285421,2,0,0,2.0,226.235,0.2619047619047619,20820.075757575756,69.47994047619059,,0
WE02KJA7L3VC,26.17932922655715,3,0,1,2.4444444444444446,149.55454545454543,-0.2,452.5805555555555,-46.31891666666666,,0
YURWDWC95RGP,19.67693360711841,1,0,0,,,,,,,0
XZPD2KGWQH1P,19.67693360711841,1,0,0,,,,,,,0
6X1XL6MOQG97,1.7412731006160165,1,0,0,,,,,,,0
0LQDEEVD6ROO,19.67693360711841,1,0,0,,,,,,,0
4NC36JPT328D,2.5023956194387407,1,0,0,,,,,,,0
3CWAXJVY2L29,2.724161533196441,1,0,0,,,,,,1.0,0
M7V3NU4217C7,21.35523613963039,1,0,0,,,,,,,0
YEIL2NLWGREU,13.582477754962355,9,0,1,51.333333333333336,68.96686147186146,0.16666666666666644,1264.6090980392157,-109.48174999999999,1.0,0
07ZLFMEFD7H0,16.9637234770705,10,0,1,10.625,75.1324705882353,-1.4501061571125264,11611.257363636365,170.68483333333333,1.0,0
YX0WV0WAAHKB,19.67693360711841,1,0,0,15.75,68.96492063492063,5.3,,,,0
XRSE2UH1J6MH,7.438740588637919,2,0,0,,,,,,,0
A8BK7FZG621Z,0.4380561259411362,1,0,0,7.0,107.30035714285714,-2.4,,,,0
VTVS3HWRXNK5,8.210814510609172,1,0,0,,,,,,,0
DCJFUSTQH4BW,0.02737850787132101,1,0,0,,,,,,,0
SYMZCAHNAJ8H,14.702258726899384,1,0,0,2.2222222222222223,117.31500000000001,0.4000000000000001,,,,0
94PS79NV9ORA,12.522929500342231,1,0,0,1.4285714285714286,2.1420000000000003,0.17857142857142858,-10.05,-1.7353571428571424,,0
7S360CN8TI82,19.67693360711841,2,0,0,4.0,69.01583333333333,0.06666666666666667,,,,0
X0RXUHPRY9VY,19.67693360711841,1,0,0,,,,,,,0
AUSVED9IIQFJ,8.084873374401095,2,0,0,72.33333333333333,15.995821812596008,11.5,,,1.0,0
CVNY8LOLZP7U,15.89596167008898,2,0,0,2.2222222222222223,267.5,-0.13333333333333333,,,,0
FHYALARCTFBI,8.09034907597536,1,0,0,,,,,,,0
Z88JHKKUW88W,7.9342915811088295,1,0,0,1.3333333333333333,67.3,-0.07829181494661921,,,,0
4WWV6C5TB4TR,19.67693360711841,1,0,0,4.0,36.59972222222222,0.15,,,,0
B9FO66QKFZYZ,16.83230663928816,2,0,0,5.666666666666667,164.50980392156862,-0.3166666666666667,,,,0
9HIWNYK91B2X,19.67693360711841,1,0,0,,,,,,,0
3RC9J9L9NZ1Z,7.920602327173169,1,0,0,,,,,,,0
EVFYG4Z6XW8W,19.67693360711841,1,0,0,,,,,,,0
BAN60Z5GA7HT,9.990417522245037,5,0,0,1.1666666666666667,575.9228571428572,-0.09333333333333334,6716.500333333333,-0.4755000000000412,,0
IH4XXBZ6J0VO,11.236139630390143,4,0,1,1.8888888888888888,258.7388235294118,-0.18333333333333338,26515.350270270268,-129.18024999999997,,0
J1YB1DKKMHP6,5.240246406570842,1,0,0,6.0,64.49354166666667,0.8809523809523809,,,,0
GCTBMH5X27FI,17.311430527036276,9,0,0,27.77777777777778,138.38484,2.6333333333333333,663.9113567839195,138.018,,0
OWMRXVEZIS7L,10.212183436002737,4,0,0,1.8571428571428572,30.071538461538463,-0.20809248554913293,254.9475,40.49416666666666,,0
3J250VFW2STW,19.071868583162217,1,0,0,23.666666666666668,26.953521126760567,-0.03333333333333345,,,,0
U0DQSRT0YKLT,19.67693360711841,1,0,0,,,,,,,0
AQ8OMAHMA0GJ,14.368240930869268,2,0,0,4.0,170.4284375,0.0,4917.165641025641,50.135773809523755,,0
UVXXCNQO9NN1,19.67693360711841,1,0,0,,,,,,,0
80WIIGNJFA62,26.091718001368925,4,0,1,2.4444444444444446,130.32272727272726,-0.03333333333333333,-429.4724,-29.104666666666667,1.0,0
HH3QZTKTG3H3,17.295003422313485,7,0,1,10.222222222222221,102.36021739130435,-0.16666666666666666,14643.82622047244,100.10791666666661,,0
W7IHG2C1ALZG,15.225188227241615,1,0,0,13.222222222222221,39.931680672268904,-0.08333333333333333,,,,0
QOJR9QQ08O60,17.516769336071185,3,0,1,2.111111111111111,65.04684210526315,0.08333333333333333,541.154,52.517500000000005,,0
OJROLBNXIETG,6.595482546201232,2,0,0,1.5714285714285714,1.0663636363636364,0.0,-17.988333333333333,-1.8157142857142854,5.0,0
DY1O24E54LPZ,19.67693360711841,1,0,0,,,,,,,0
7UYV0R3USB4P,15.816563997262149,1,0,0,1.8333333333333333,281.8181818181818,-0.012048192771084335,,,,0
GFH9N894565L,1.571526351813826,1,0,0,4.222222222222222,75.935,0.3333333333333333,,,,0
O939MOXZE5M3,26.12457221081451,7,0,1,10.333333333333334,96.84301075268817,0.3,2503.147124183007,-215.03675,,0
RN22QW5587BG,19.67693360711841,2,0,0,,,,,,,0
4K4HIEWRO84P,15.370294318959617,2,0,0,,,,958.836,0.032000000000001215,,0
EMHHEF15FSUC,13.604380561259411,6,0,1,10.666666666666666,113.40270833333334,0.7,113.40933333333334,-1.7498333333333336,2.0,0
Z5WF4UNCM26P,9.930184804928132,11,0,1,64.22222222222223,110.91223183391003,3.7666666666666666,5055.906743589743,1172.6015,2.0,0
BFVC9LJO2UBR,12.101300479123887,2,0,0,4.555555555555555,142.10463414634145,0.11666666666666667,161.59060606060606,-22.313666666666666,1.0,0
6Z4UIRSGEKV5,18.973305954825463,1,0,0,1.0,209.0,0.0,185.76,-8.7075,,0
99ZT1YDP6EYF,20.58590006844627,4,0,1,7.777777777777778,220.47757142857142,-0.24999999999999997,5873.822300884956,-296.9943333333333,,0
EP7KPXFQGVDN,10.3709787816564,2,0,0,,,,1.71,0.0,,0
JOT8TL7J7P6L,4.48186173853525,1,0,0,23.77777777777778,23.68107476635514,0.13333333333333333,,,,0
Y0TMPP7UN2JM,29.516769336071185,4,0,1,3.888888888888889,791.7514285714285,0.05,30581.484782608695,-1189.5383333333332,,0
00Z3MS5XXZDA,2.2286105407255303,3,0,0,3.3333333333333335,40962.762,-0.1346153846153846,21222.24666666667,-458.3773333333333,,1
CD3DV1FV1FKD,10.568104038329912,2,0,0,2.0,74.2,0.0,,,,0
CA87MYZBS4QM,4.544832306639288,3,0,0,21.11111111111111,9.22836842105263,1.0999999999999999,49.18931034482759,4.517666666666667,1.0,0
4UAV3J1F50IG,17.084188911704313,2,0,0,1.625,19.173076923076923,-0.10275689223057644,65.10793103448276,-3.4460833333333336,,0
YZK1VZFMTH4S,9.850787132101301,3,0,0,1.0,0.53,0.0,426.74000000000007,-0.5137499999999979,,0
6KRGQNVRXRY9,20.720054757015742,4,0,1,43.111111111111114,42.248041237113405,0.6666666666666666,3599.798112449799,270.2879166666667,,0
WJYKGT917RSK,4.799452429842574,2,0,0,27.714285714285715,111.88463917525773,-5.0,358.7809243697479,-42.027321428571426,,0
CQ4K4Z52IGVD,5.196440793976728,1,0,0,,,,,,,0
FSTXN2U5HG4I,10.395619438740589,4,0,0,1.6666666666666667,202.767,0.3142857142857143,751.4285,-143.92825,,0
0XBM8CGYGE57,19.67693360711841,1,0,0,,,,,,,0
CB1HW180HYMH,29.880903490759753,3,0,1,2.6666666666666665,173.76041666666666,-0.16666666666666666,1731.2076190476191,-189.65141666666665,,0
FCQLJVYHUREL,10.13552361396304,11,1,1,42.0,76.96330687830688,-0.3,724.2201775147929,109.60541666666667,,0
4CQXP8KCYL4X,19.797399041752225,2,0,0,,,,,,,0
WQRJQR2QVTLD,5.059548254620124,1,0,0,,,,,,,0
QWDQBN3RU9L5,25.09514031485284,3,0,1,2.25,305.1377777777777,-0.012738853503184714,203.45925925925926,3.012583333333334,1.0,0
LOGJJCUKCZ2Y,2.5051334702258727,2,0,0,1.0,8.6,0.0,,,,0
MVBF66OISG1P,9.30321697467488,1,0,0,,,,,,,0
6K55XO5D9Q7W,19.43874058863792,11,0,0,9.666666666666666,110.89747126436781,0.06666666666666667,83.87020000000001,-15.902166666666668,,0
P502VX6J4QXM,21.1854893908282,1,0,0,8.777777777777779,27.66227848101266,0.7,,,,0
IAWQ6I7ZA9EP,10.056125941136209,7,0,0,48.888888888888886,67.48036363636363,-0.7666666666666667,927.5084237726098,110.02441666666667,1.0,0
4CA43Q335W3Y,5.25119780971937,1,0,0,,,,,,,0
0E94EWGAR2LH,19.67693360711841,1,0,0,4.888888888888889,212.27068181818183,-0.1,,,,0
8GLNQZN1THZR,17.916495550992472,3,0,1,2.111111111111111,20.437894736842104,0.15000000000000002,7084.039444444445,40.028833333333324,,0
BR70BJP3PW5M,19.67693360711841,1,0,0,6.0,217.4998148148148,0.3333333333333333,,,,0
RMK4SNMR09DA,16.59958932238193,6,0,1,5.0,150.31644444444444,-0.016666666666666666,84.85207547169811,0.23900000000000102,,0
4TNIKF5CI84O,9.69199178644764,1,0,0,,,,,,,0
VGBJFWVFYJYU,2.7652292950034223,5,0,0,50.0,51.56444444444445,3.3333333333333335,658.3613865546218,152.43541666666667,,1
QR26RYYNIELB,24.739219712525667,1,0,0,2.5714285714285716,546.04,0.07876712328767124,468.34962962962965,-56.26285714285714,,0
P87UBJCM5TDT,10.13552361396304,7,0,1,76.88888888888889,47.41215317919075,-1.85,4880.0318598382755,-992.9650833333333,,0
C7SG1BFFZZKI,0.29568788501026694,1,0,0,1.5,114.81,1.0,43.9325,-171.89,1.0,0
6KUOPW835W6C,6.006844626967831,1,0,0,,,,,,,0
QNT7XHRMLQIB,18.250513347022586,9,1,1,53.111111111111114,53.44123430962343,2.8833333333333333,6186.706410256411,-738.7796666666667,1.0,0
MOB6XRRCXS4Y,1.702943189596167,1,0,0,,,,,,,0
XXL9GZR228V6,26.034223134839152,3,0,1,1.7777777777777777,245.29,0.11666666666666667,238.03275862068966,-29.692416666666666,,0
N8F3CW95O7O4,1.7659137577002053,1,0,0,2.0,146.3125,0.0,,,,0
ARJYCHTSRPIQ,19.15126625598905,3,0,1,3.2222222222222223,143.52206896551724,-0.55,541.3497727272727,172.76758333333333,,0
5TCDOJY9GL5U,0.6954140999315537,1,0,0,,,,,,,0
RXVBL43PF6IJ,23.159479808350444,2,0,0,,,,15588.026000000002,0.05200000000004366,,0
BZU3SWDHSHPR,29.861738535249827,17,0,1,10.11111111111111,129.81,0.4,425.37006622516554,-6.30125,,0
KQMPBMXOAKNX,26.12457221081451,6,0,1,31.444444444444443,69.89975265017668,-0.36666666666666664,5651.631028037384,-351.58458333333334,,0
FINVGGB9JXJY,26.17932922655715,7,0,1,1.875,234.82,0.06756756756756757,60.79098591549295,-1.979166666666667,,0
I93FDXIM4AB8,19.67693360711841,1,0,0,1.0,100.0,0.0,,,,0
V4UD1R2N2FPA,19.67693360711841,1,0,0,,,,,,,0
4SCCP1ISVDG4,18.647501711156742,2,0,0,3.0,300.0,0.0,,,,0
5M60ZACDPVJD,19.67693360711841,1,0,0,,,,,,,0
ZVHBM9M99O1E,19.67693360711841,1,0,0,,,,,,,0
8R9IG4WJU1HI,2.510609171800137,1,0,0,13.375,26.33785046728972,4.087719298245614,,,,0
TFB2DUCUDRHE,1.6509240246406571,1,0,0,,,,,,,0
6OOJ3W5UK9FW,14.220396988364135,1,0,0,2.0,14.239999999999998,0.0,,,,0
J5QNBGM1J5AD,26.034223134839152,4,0,1,3.6666666666666665,198.81636363636363,-0.43333333333333335,7491.729787234042,-73.3105,,0
C6B6DNP7GUMO,2.127310061601643,1,0,0,2.0,10183.765,0.0,4210.538947368422,-583.3343333333333,,1
MK3HKB0WKOMS,8.281998631074606,13,1,1,36.333333333333336,31.57804281345566,1.5166666666666666,-344.25046070460706,-45.7055,1.0,0
JA7VIWH8LVOU,6.026009582477755,1,0,0,9.555555555555555,83.35116279069767,0.5333333333333333,,,,0
M06ZHV79OFS8,19.67693360711841,1,0,0,,,,,,,0
S3ZMED5N3WIB,19.67693360711841,1,0,0,,,,,,,0
YY5CQ7ZTXTP1,8.862422997946611,1,0,0,,,,,,,0
LAXSX8AVLZG2,19.66050650239562,5,0,1,2.0,29.394444444444446,0.11666666666666667,19.835238095238097,1.2349999999999999,,0
T124YM98UOK9,27.419575633127995,2,0,0,4.125,136.88363636363636,0.32142857142857145,433.2344736842105,42.84142857142857,,0
RZEJUD74YTKV,10.803559206023271,3,0,0,4.875,104.38923076923076,-0.23333333333333334,,,,0
86JK5HR9XQZT,27.526351813826146,3,0,1,1.7777777777777777,17.293125,0.03333333333333333,712.020303030303,28.48283333333333,,0
JR08TC4KLBXZ,8.227241615331964,1,0,0,19.444444444444443,23.206,-1.0333333333333334,,,,0
CNPM2V00Z5AC,19.67693360711841,2,0,0,1.3333333333333333,217.875,0.03076923076923076,,,,0
ZKPJZTRH7GKL,29.062286105407257,3,0,1,1.5555555555555556,207.79500000000002,-0.1,182.76775,-7.654416666666668,1.0,0
89NPXTB6KGJC,9.815195071868583,1,0,0,,,,,,,0
HYFK5YYQ1IF1,29.88637919233402,4,0,0,3.0,8501.342222222222,0.6666666666666666,8444.45037037037,475.00100000000003,,0
LPJ4AT2MUGNV,6.05886379192334,1,0,0,,,,,,,0
74BKQK19TM6R,25.242984257357975,4,0,1,2.5555555555555554,156.04782608695652,-0.3,102.29861111111111,-6.286333333333331,,0
0FVF2HO5TWCS,10.294318959616701,14,0,1,4.625,101.84540540540542,-0.39285714285714285,292.4037142857143,50.68125,,0
FC50W6L09NZ3,10.088980150581794,2,0,1,2.4444444444444446,122.865,0.0,30.112399999999997,-0.4215,,0
6OAP7TM8I6LX,19.20602327173169,3,0,1,2.888888888888889,28.554230769230767,-0.10000000000000002,29.97078431372549,-0.36233333333333323,,0
0NOMV3LPXN6J,27.526351813826146,3,0,0,1.0,1570.0,0.0,1.52,0.0,,0
AT5JU0G7X4LA,17.97946611909651,13,1,1,6.333333333333333,168.81491228070178,0.016666666666666666,76.07566265060241,0.9271666666666668,1.0,0
D4MTVA7C46JI,26.146475017111566,4,1,1,5.666666666666667,728.3692156862745,0.08333333333333336,-3132.4061538461538,-83.74308333333335,,0
O3N7UNK5SXF7,2.5051334702258727,1,0,0,7.111111111111111,201.1759375,0.36666666666666664,,,,0
A7CXN19Q9XVR,30.031485284052017,6,0,1,3.5555555555555554,252.685625,0.23333333333333334,1000.1660606060607,-101.65225000000001,,0
WKDSWLDGK500,8.128678986995208,1,0,0,,,,,,,0
DR5YOC2N9EAO,28.15605749486653,1,0,0,,,,,,,0
ELO3AKQFSB27,0.216290212183436,2,0,0,1.0,1.89,0.0,-2.6559999999999997,-1.895,,1
7HDHEB8C52V4,6.669404517453799,1,0,0,,,,,,,0
QMYCIQZY92N7,26.313483915126625,4,0,1,3.2222222222222223,274.7703448275862,-0.1,336.0288888888889,6.684666666666669,,0
P51LP581QWKJ,19.67693360711841,1,0,0,3.0,39.711666666666666,0.0,,,,0
Z7LJGD0BWGEY,9.6290212183436,2,1,0,,,,,,,0
DMTK6VNWAP9G,2.64476386036961,2,0,0,,,,1.71,0.0,,0
2ACOIGTBB67P,25.12251882272416,3,0,1,2.6666666666666665,17.02125,-0.2,18.794651162790696,-0.2222499999999999,,0
QV8YJ5ZY1LC1,29.76865160848734,7,0,1,5.444444444444445,122.53551020408163,0.016666666666666666,4230.813608247423,15.523999999999994,,0
VYMD5Z90ZROO,27.797399041752225,4,0,1,3.4444444444444446,260.5361290322581,0.16666666666666666,348.27048780487803,-42.56266666666667,,0
32QNM4101B8T,8.068446269678303,1,0,0,,,,,,,0
YE49HBDYSS9E,8.202600958247775,1,0,0,,,,,,,0
8ETDK59ISB3V,27.33744010951403,3,0,1,2.142857142857143,223.51266666666666,-0.08252427184466017,373.63236842105266,-19.869500000000002,,0
GT5KF1BFS0DG,26.12457221081451,7,1,1,34.44444444444444,182.57651612903226,-3.983333333333334,845.7984112149533,17.521999999999995,,0
74B90C35C6S1,19.67693360711841,1,0,0,,,,,,,0
NOLHVU6BGTRD,6.658453114305271,2,0,0,2.625,133.13761904761904,0.13095238095238096,205.13114285714286,-5.302142857142861,,0
HT6HRHXZVXQM,8.881587953456537,1,0,0,,,,,,,0
7H5JWZL8GQ9Z,10.275154004106776,10,1,1,41.0,293.97051490514906,-3.55,-729.2368292682927,487.1634166666666,1.0,0
JCS730ZX3ICF,10.30800821355236,7,0,1,19.88888888888889,70.68491620111732,0.05000000000000006,239.77748299319728,-109.13533333333334,,0
7FY1AR2TG2JI,27.33196440793977,2,0,1,1.875,710.318,0.06666666666666667,5818.194666666666,-395.6334999999999,,0
JXBL41WSIU8U,26.245037645448324,6,0,1,2.6666666666666665,111.11166666666666,0.16666666666666666,70.26086956521739,-0.8685833333333333,,0
DH2Q3KC526MV,27.797399041752225,5,0,1,3.111111111111111,124.61607142857143,-0.04999999999999998,764.8876363636364,-62.490083333333345,,0
5IP5XR3W9SXL,14.55441478439425,1,0,0,9.666666666666666,106.75367816091953,-0.6666666666666665,,,,0
E5X37LI2Z77R,10.403832991101986,2,0,0,1.1428571428571428,38.21375,0.02960526315789474,748.6341666666667,-41.82133333333333,,0
0SA25CH4D6V9,9.738535249828884,1,0,0,4.25,131.01588235294116,0.06516290726817042,,,2.0,0
A1S8HXYT6CMS,1.3579739904175223,1,0,0,,,,,,,0
YKDTFRCLC4VD,8.837782340862423,1,0,0,7.666666666666667,49.99333333333333,-0.8,,,,0
TOWJVX5QMWA9,19.67693360711841,1,0,0,,,,,,,0
JIDCI6SR6O78,24.00273785078713,1,0,0,,,,0.0,0.0,,0
8NJP13KSPGRD,18.817248459958932,6,0,1,37.888888888888886,112.31205278592377,-1.15,8640.739960317462,-1730.4456666666667,,0
954OAPU5EAOJ,13.648186173853524,3,0,1,11.0,72.79808080808081,0.5666666666666667,7734.302945736434,133.93008333333333,,0
1SWDHLX418QS,9.264887063655031,4,1,0,1.2,46.05166666666667,-0.005154639175257737,-80.73088235294118,22.824583333333333,,0
QONQEXBMLN3C,25.908281998631075,3,0,1,2.25,406.05444444444447,-0.04504504504504504,10718.605588235294,-365.1353333333334,,0
36GAO4KJEHH6,10.286105407255304,3,0,0,,,,8.94,0.0,,0
D81YKAR0H9TG,1.6372347707049966,1,0,0,3.0,95.61833333333334,0.24107142857142852,,,,0
ACL966IN4A4P,26.034223134839152,4,0,1,2.4444444444444446,142.85818181818183,-0.15,7253.122222222222,255.40233333333327,,0
Y5JM05H09DJV,9.932922655715263,13,1,1,54.77777777777778,111.01359026369168,-0.26666666666666666,2144.7588268156424,-45.82616666666666,1.0,0
5Z0GA5F6485L,19.67693360711841,1,0,0,,,,,,,0
CL973PWVDMJ8,6.401095140314853,1,0,0,,,,,,,0
85WSQGWEH03F,10.184804928131417,2,0,0,1.0,200.0,0.0,5641.765,58.517999999999965,,0
ED73ZCKG8RPS,1.5770020533880904,1,0,0,35.875,16.264808362369337,-2.4642857142857144,,,,0
F9BYOJE8EZFV,19.67693360711841,1,0,0,,,,,,,0
EC2S1103QBFB,19.67693360711841,1,0,0,,,,,,,0
GOS96BGTBFOE,10.04517453798768,3,0,1,4.222222222222222,240.52605263157895,-0.13333333333333333,1932.33203539823,-64.76891666666666,,0
OD965LCY2NFK,9.850787132101301,5,0,0,3.0,52.7137037037037,0.13333333333333333,12507.615555555556,-162.34383333333327,,0
L0MD01L3PQWZ,26.43668720054757,3,0,1,5.666666666666667,203.1305882352941,-0.21666666666666667,3785.4685483870967,272.9721666666666,,0
DZ09PW1RD7RI,10.099931553730322,13,0,1,8.11111111111111,72.22945205479452,-0.8666666666666667,417.24561797752807,-16.341499999999996,,0
I2EN9XDMVUJZ,29.462012320328544,8,1,1,56.44444444444444,37.69958661417323,1.3166666666666667,740.7656554307116,-571.5860833333334,,0
QV7VDVJBMBVR,19.67693360711841,1,0,0,4.111111111111111,118.15972972972972,-0.13333333333333333,,,,0
WEYCIOG2QNYZ,13.264887063655031,1,0,0,2.0,10.526250000000001,-0.034482758620689655,,,,0
639HDYDBQYRX,13.796030116358658,1,0,0,,,,,,,0
1T5ZJZI835UD,14.702258726899384,1,0,0,,,,,,,0
515VGJSG0MFS,6.573579739904175,5,1,0,1.75,12.491428571428571,0.023809523809523808,1.2793023255813964,3.1014285714285714,,0
W7921FSYHW8F,26.28336755646817,4,0,0,16.555555555555557,131.64516778523492,-2.566666666666667,2779.1004195804194,-659.7351666666667,,0
WYQPYNQTSKE5,14.149212867898699,4,0,1,4.0,10215.237222222222,-0.43333333333333335,14618.706949152542,-125.76983333333337,,0
9CI85NEUVHPU,26.217659137577,6,0,1,2.25,554.7377777777779,0.1316348195329087,3678.13488372093,27.58316666666665,,0
B6OGSRVNIZCE,15.463381245722108,1,0,0,60.55555555555556,27.155376146788992,3.05,,,,0
7N24361EG82H,8.09034907597536,1,0,0,6.333333333333333,20.25649122807018,0.5666666666666667,,,,0
KE8M4RIUNNHL,6.855578370978781,1,0,0,,,,,,,0
9NIQWGX9ZPI6,8.605065023956195,2,1,0,1.5714285714285714,250.62181818181818,0.0078125,-4679.715277777777,245.27916666666664,,1
PAIV1Y7WXK5F,8.66255989048597,1,0,0,2.125,200.0,-0.013513513513513514,,,,0
MA1BL7DO3SH3,17.49486652977413,1,0,0,1.0,390.0,0.0,,,,0
TFD2F2KV3ALO,7.731690622861054,1,0,0,10.88888888888889,34.47336734693877,0.7,,,,0
IOB5S0WWH32A,19.67693360711841,1,0,0,1.75,242.85714285714286,-0.208067940552017,,,,0
DOIOZ3MY9WGP,18.2258726899384,3,0,0,4.444444444444445,44.3565,0.15,119.975,5.006750000000001,,0
ZJRTAFIAFHWC,24.700889801505816,3,0,1,2.888888888888889,37.48538461538462,-0.26666666666666666,186.3855102040816,38.532500000000006,,0
KW9ORKM5YX60,26.220396988364133,3,0,1,1.875,290.65999999999997,0.047619047619047616,358.22161290322583,-0.32250000000000417,,0
5DC4VGRC5MR8,8.262833675564682,1,0,0,,,,,,,0
REFS9U0H5ISX,8.145106091718,1,0,0,,,,,,,0
