client_id,tenure_years,n_products,has_loan,receives_salary,avg_txn_per_month,avg_txn_amount,txn_trend,avg_balance,balance_trend,n_contacts,churned
XRC5LKD6AVR4,18.836413415468854,1,0,0,1.25,84.0,0.099236641221374,0.0,0.0,0.0,0
7MGJ0F1H2ZZ3,2.113620807665982,1,0,0,3.4,13520.29705882353,-0.3978494623655912,9793.477073170732,-1413.2644166666666,0.0,0
BXECHJXK30N2,11.841204654346338,2,0,0,3.7777777777777777,119.41470588235292,-0.25,0.0,0.0,0.0,0
W8J9PCUIQVZP,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
K8FRYK7C675L,2.0150581793292264,2,0,0,4.0,32087.0225,0.0,19982.954761904763,-1396.592666666667,0.0,1
J5X398KETONY,19.67693360711841,1,0,0,2.0,160.6542857142857,0.3223684210526316,0.0,0.0,0.0,0
DWTIG5HN8Y4S,19.67693360711841,1,0,0,5.777777777777778,54.75557692307692,-0.4666666666666667,0.0,0.0,0.0,0
EXTTFVQBDV2W,14.757015742642023,1,0,0,6.0,70.16708333333334,1.2,0.0,0.0,1.0,0
5H3JLGR1LAYH,10.124572210814511,17,1,1,62.22222222222222,74.78298214285715,2.6333333333333333,-981.6240648379052,223.09091666666663,0.0,0
RJYPWIFD9026,16.024640657084188,12,0,1,21.444444444444443,156.44082901554404,-0.1666666666666666,2105.656837209302,285.12949999999995,0.0,0
N20ZFLW2P10D,8.410677618069816,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
RL3AXUJ803AV,27.600273785078716,8,0,1,49.888888888888886,111.71334075723831,-3.15,468.3747101449275,-63.72266666666668,0.0,0
3FO7HN2IWTQX,16.366872005475702,6,0,1,3.333333333333333,145.517,-0.1833333333333333,15025.069814814817,373.7610000000001,1.0,0
XVQ0HM5EJGPC,8.205338809034908,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
XBSN4905303I,2.4202600958247777,1,0,0,1.0,3.15,0.0,2.75625,-0.1687499999999999,0.0,0
6HQ42MBL5GY4,26.33538672142368,2,0,0,0.0,0.0,0.0,3617.637,0.0123333333333296,0.0,0
49BSYSJN5E52,29.09514031485284,7,0,1,34.111111111111114,35.5299674267101,-0.7,3110.9919920318725,30.4040833333333,0.0,0
SJL2QG0ZX8TU,19.67693360711841,1,0,0,18.77777777777778,10.18923076923077,0.5666666666666667,0.0,0.0,0.0,0
KCVINHMIRZRM,19.67693360711841,1,0,0,23.33333333333333,24.885428571428573,7.0,0.0,0.0,0.0,0
NWTUCGMLWPLE,29.44284736481862,5,0,1,53.22222222222222,19.355344467640915,1.0166666666666666,2464.524128787879,-5.110166666666671,0.0,0
QXURMUXUBS1K,7.958932238193018,11,1,0,11.571428571428571,12.09493827160494,-6.1071428571428585,35.07276595744681,-3.61975,0.0,0
Q1RNWEKZYUY4,26.245037645448324,3,0,0,3.0,549.445925925926,0.2833333333333333,5316.685833333334,1037.7033333333334,0.0,0
Y9LGHEGVZ3JE,27.526351813826142,3,0,1,2.111111111111111,14.66421052631579,-0.0666666666666666,1525.6802777777775,28.023000000000017,0.0,0
WEI3UIN6KCRH,11.655030800821356,2,0,0,40.11111111111112,15.180193905817177,-0.0833333333333333,0.0,0.0,0.0,0
XD0LCBJZ5X4Q,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
69ZF4DC7RYSS,19.67693360711841,1,0,0,10.444444444444445,18.67787234042553,0.1333333333333333,0.0,0.0,0.0,0
QUELJIJ5M37F,29.073237508555785,8,0,1,84.22222222222223,110.83594986807388,1.9166666666666667,3611.444344827586,-84.9015,0.0,0
PP0EG7HQT2Z5,18.269678302532512,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
LOZS3GG5YZ6U,19.093771389459278,9,1,1,11.0,172.92505050505054,0.0333333333333333,-94.06082278481014,29.763166666666667,0.0,0
LXQZ9Z6OTP7N,17.270362765229294,9,0,1,21.33333333333333,542.8638541666667,-1.0666666666666669,3056.2011111111115,506.6411666666668,2.0,0
YQZOXLMGA4JM,3.665982203969884,4,0,0,1.5,1.3722222222222222,0.0762711864406779,2.8946666666666667,-3.366083333333333,0.0,0
5BEDRZGTMWXG,2.625598904859685,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
E21FNJ3CTOWJ,19.67693360711841,1,0,0,2.2222222222222223,291.5,0.2333333333333333,0.0,0.0,0.0,0
79VXMH1LEW0O,32.380561259411365,3,0,0,3.1666666666666665,3082.638421052632,-0.7142857142857143,48411.51034482759,1996.325571428572,0.0,0
1DQNZCY94PR9,10.173853524982889,4,0,0,15.0,358.3892592592593,-1.2666666666666666,3230.810396039604,-738.34875,0.0,0
HWW3BJTPSWT5,11.824777549623546,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
RHUFN4GACEJQ,0.4106776180698152,1,0,0,3.0,236.20333333333332,0.2,0.0,0.0,0.0,0
BXKNKFBT3UC0,10.231348391512665,2,0,0,0.0,0.0,0.0,0.14,0.0,0.0,0
8P98RV4TB8DN,19.67693360711841,1,0,0,23.22222222222222,33.387751196172246,0.2666666666666666,0.0,0.0,0.0,0
64WP3S65YH7A,26.28336755646817,2,0,0,0.0,0.0,0.0,0.01,0.0,0.0,0
SNPRRPPIRVPL,8.878850102669405,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ETNR4OV1VVM3,28.10677618069815,3,0,0,3.2222222222222223,88.79068965517241,-0.2499999999999999,-12.358,7.9,0.0,0
O82GHFPKVOF3,13.631759069130732,2,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0
9CLMKNTNLIRU,27.1813826146475,1,0,0,1.7777777777777777,14.586875,-0.2,0.0,0.0,0.0,0
8F4BQ9DBM3TP,16.673511293634498,1,0,0,1.0,30.0,0.0,0.0,0.0,0.0,0
V8D8BABCFKVR,19.67693360711841,1,0,0,4.777777777777778,100.28488372093024,0.2,0.0,0.0,0.0,0
IHCEZTOQ1XJ5,13.451060917180014,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
9RZ95GOPN53B,19.81930184804928,4,0,1,23.22222222222222,77.99846889952153,0.25,580.2316,-0.3306666666666729,2.0,0
KMRNRIOLKORZ,29.59616700889801,3,0,1,2.333333333333333,207.2942857142857,-0.1333333333333333,10397.841041666668,145.37050000000016,1.0,0
YRM0W3XBINGA,26.340862422997947,3,0,0,4.666666666666667,89.21809523809523,-0.4333333333333333,166.3078947368421,2.150333333333333,0.0,0
90WR0H3AU54C,17.305954825462013,3,0,1,3.4444444444444446,711.7980645161291,-0.1666666666666666,30470.80478632479,-2779.6605,0.0,0
XIGFFY6XJW9C,19.59206023271732,7,0,0,58.888888888888886,119.1582075471698,2.466666666666667,44.90922779922781,18.17633333333333,2.0,0
FVKV5AZXE5G3,2.97056810403833,3,0,1,8.0,124.76291666666668,0.1,1855.0005681818184,67.35933333333331,0.0,0
O9J3YO9F7X4K,10.16290212183436,10,1,1,10.22222222222222,87.03630434782609,-0.95,-1712.191818181818,-0.4168333333333333,0.0,0
3INKYVMWNJZM,1.809719370294319,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
RWSU5YPNY5B2,26.1492128678987,5,0,1,7.777777777777778,1551.5344285714286,0.9333333333333332,7267.94494117647,36.45333333333334,0.0,0
TL08ILFHDA9C,29.623545516769337,4,0,1,2.333333333333333,202.32380952380956,0.2333333333333333,534.250480349345,-14.380500000000003,0.0,0
PY8ENJ5N1NEC,27.50718685831622,3,0,0,2.333333333333333,15.112857142857145,-0.5306122448979591,37.79315789473685,-1.8270000000000008,0.0,0
Q3OTRQDBS38Z,16.711841204654345,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1BICBQP8KJUR,19.67693360711841,1,0,0,2.0,10.0,0.0,0.0,0.0,1.0,0
8PZEXW4S6KF4,5.248459958932238,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6KRGQNVRXRY9,20.720054757015745,4,0,1,43.11111111111112,42.248041237113405,0.6666666666666666,3599.798112449799,270.2879166666667,0.0,0
Z02J8YHFAZ9W,13.6290212183436,4,0,0,0.0,0.0,0.0,1.99,0.0,0.0,0
JXL60JS4W8K1,3.455167693360712,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0
GCVTOQ0EW758,2.0123203285420943,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
TZRM18I16ROZ,19.67693360711841,1,0,0,2.4444444444444446,216.3363636363636,0.0166666666666666,0.0,0.0,0.0,0
40XZWQUUG016,17.754962354551676,1,0,0,1.0,10.0,0.0,0.0,0.0,0.0,0
AI8YKA59K80C,2.510609171800137,1,0,0,18.88888888888889,31.708470588235294,-0.3333333333333333,0.0,0.0,0.0,0
Y0TMPP7UN2JM,29.516769336071185,4,0,1,3.888888888888889,791.7514285714285,0.05,30581.48478260869,-1189.5383333333332,0.0,0
4S0SMA0ZZZZP,28.386036960985628,5,0,1,4.333333333333333,196.5702564102564,0.0833333333333333,319.1489655172414,0.741416666666666,0.0,0
SKQNC8FURR0N,19.67693360711841,1,0,0,1.0,57.5,0.0,0.0,0.0,0.0,0
NHQ52F9DSXCK,26.217659137577,7,0,1,3.125,212.238,0.0828025477707006,626.2622033898306,-69.52283333333335,1.0,0
AHQ1TRBIF71A,1.6016427104722792,2,0,0,0.0,0.0,0.0,-0.126,0.0046666666666666,1.0,0
411EW9UFHS5Z,1.648186173853525,1,0,0,14.6,74.10876712328768,1.6,0.0,0.0,0.0,0
NP1MYELOWPKQ,20.449007529089663,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
PRNL3XILKZSA,16.54483230663929,5,0,0,1.0,2.885,0.0,-1.7642857142857142,-1.0929166666666668,0.0,0
X64LI96FX3KC,9.793292265571528,2,0,0,16.666666666666668,44.677600000000005,-1.7333333333333336,0.0,0.0,0.0,0
41KDD403G380,17.00205338809035,1,1,0,1.0,117.6,0.0,-6041.128571428571,119.57708333333336,0.0,0
6S2IU7HUUU8L,5.69472963723477,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
S29TQQROGR32,19.67693360711841,1,0,0,1.4,228.57142857142856,-0.0618556701030928,0.0,0.0,0.0,0
LP1MRNUEHOD8,14.1492128678987,2,0,0,0.0,0.0,0.0,28.11,0.0,0.0,0
HAH9WVZZ3LFR,13.990417522245036,5,0,1,5.888888888888889,83.48735849056604,-0.1833333333333333,1076.3714102564102,77.26691666666666,0.0,0
LX0UBAJPZWE6,15.33744010951403,1,0,0,2.142857142857143,366.6666666666667,-0.0194174757281553,0.0,0.0,0.0,0
SIAM5UEJKMOE,10.2943189596167,5,0,0,40.888888888888886,76.00415760869565,0.3833333333333333,9706.388,-1109.16725,6.0,0
YFCK9ICI8EH3,3.159479808350445,5,1,1,6.444444444444445,136.18275862068967,0.4166666666666667,311.0030985915493,-68.71883333333334,0.0,0
8M18R95OK596,29.76865160848734,7,0,1,9.555555555555555,389.491511627907,-0.1166666666666666,6634.0975,-2128.457,0.0,0
RRA1W0JHMHUX,32.380561259411365,4,0,0,13.0,112.83778846153844,-1.0238095238095235,298.40500000000003,-35.886,3.0,0
BGVL8JFN871H,24.109514031485283,7,0,0,20.444444444444443,103.58298913043478,-1.5,2702.304623655914,178.80291666666665,1.0,0
3H3YBI167XHJ,8.93908281998631,1,0,0,1.5,266.6666666666667,0.2,0.0,0.0,0.0,0
NI246V60PYBC,26.239561943874055,2,0,1,1.2222222222222223,208.37818181818184,0.0333333333333333,309.65944444444443,28.05366666666667,0.0,0
PZYKZIZJUBFV,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
JCBAMETRT1GP,17.305954825462013,2,0,0,5.5,51.54545454545455,9.0,183.6290476190476,2.999999999999999,0.0,0
NUPO2I9MMFFO,19.67693360711841,1,0,0,3.0,212.71666666666667,1.5000000000000002,0.0,0.0,0.0,0
OAEA19T4LQWW,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
D7898UYCTQWY,22.028747433264886,1,0,0,9.22222222222222,85.12867469879518,0.5833333333333334,0.0,0.0,0.0,0
A41MB6UBB5P2,1.051334702258727,1,0,0,1.0,4052.25,0.0,1750.0,-214.28571428571428,0.0,0
6SS5LH429QD1,10.316221765913758,2,0,0,0.0,0.0,0.0,1.9,0.0,1.0,0
NVNCLU755RWQ,27.526351813826142,5,1,1,6.222222222222222,214.04375,0.1,-119.4256818181818,-21.713999999999995,0.0,0
CM6S2V01TAFN,12.342231348391511,2,0,0,1.75,289.2857142857143,0.0721868365180467,0.0,0.0,0.0,0
ZMRFSYKRYYFM,26.091718001368925,7,0,1,2.625,111.01428571428572,-0.1547619047619047,14133.799411764709,63.47483333333336,0.0,0
B1NLW9YYMKMK,4.292950034223135,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
VTSQJRLWO4ST,9.39356605065024,3,0,1,2.4444444444444446,119.39272727272729,0.0666666666666666,4013.839047619048,-52.48108333333335,0.0,0
XZB33SFHZYQU,11.865845311430528,1,0,0,1.0,650.0,0.0,0.0,0.0,0.0,0
3KSXGW4G5MTX,27.498973305954827,8,0,1,3.7777777777777777,451.0858823529412,0.0,10572.116,727.1265000000002,0.0,0
8BR9I4C00EZ8,2.740588637919233,5,0,0,1.4285714285714286,48.721,-0.0053191489361702,49.76363636363636,-35.534416666666665,0.0,1
QBUPDOWHWOXV,19.67693360711841,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
5YXQWDG14J5Y,9.360711841204656,3,0,1,3.4444444444444446,302.53677419354835,-0.0166666666666666,148.62243243243242,-4.792083333333332,0.0,0
XA8PLMX9QTOE,6.54072553045859,1,0,0,2.0,200.0,0.0,0.0,0.0,0.0,0
KG1M6206IURU,29.76865160848734,4,0,1,6.0,186.3601851851852,-0.1833333333333333,502.4936363636364,36.71008333333332,1.0,0
XOCP5YEDTX6Y,17.28952772073922,4,1,1,4.444444444444445,124.82475,-0.0166666666666666,768.895,-25.32108333333333,0.0,0
PP2M4F5NWL1O,9.544147843942506,2,0,0,1.0,925.165,0.0,377.132,-170.13011904761905,0.0,0
T3VM9C9E2NR0,5.344284736481861,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
UOYRPR56T6HT,23.978097193702943,2,0,0,14.333333333333334,44.96868217054264,0.15,0.0,0.0,0.0,0
3V30Y4CP88JO,19.67693360711841,2,0,0,2.5,165.0,0.6,0.0,0.0,0.0,0
R38A95LWSIWP,21.05133470225873,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
R055J2391VW2,1.83709787816564,2,0,0,9.77777777777778,62.38625,0.2333333333333333,0.0,0.0,0.0,0
6DOU9P8SG3H8,14.726899383983572,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
UKAKSH1MI5CR,2.5023956194387407,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
ZKPJZTRH7GKL,29.062286105407257,3,0,1,1.5555555555555556,207.795,-0.1,182.76775,-7.654416666666668,1.0,0
EAJ5W421A5IS,9.911019849418206,3,0,0,44.77777777777778,13.850322580645162,-2.35,97.12705583756345,-1.8590833333333343,0.0,0
CGOBPIZ78ZU2,9.927446954141,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
VLOU2AYJ8L6X,9.875427789185489,6,1,0,6.222222222222222,208.50089285714284,0.1833333333333334,92.71796610169493,-7.539083333333334,0.0,0
PAPS4Q4774FA,8.112251882272416,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
J8KL29DU6151,15.86858316221766,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
BV3XZRZZXYT8,20.553045859000683,1,1,0,1.25,80.30199999999999,-0.15,-7798.790555555556,86.13450000000007,0.0,0
QJXZWYC9J8E1,25.32511978097194,1,0,0,6.333333333333333,20.487894736842104,-0.05,0.0,0.0,0.0,0
NAGIXEKYMDFM,6.069815195071868,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ZIW6HQT2YHGD,26.102669404517453,6,0,1,8.555555555555555,91.49103896103895,0.2666666666666666,4728.871507936507,-118.96500000000002,0.0,0
AJT2B1OX46QY,27.561943874058866,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
VOJ68DPYK05K,17.582477754962355,3,0,0,2.0,23.77388888888889,0.0,129.83,-5.837,0.0,0
W23M2KSSZECY,29.76865160848734,13,0,1,23.22222222222222,103.7980861244019,-0.1833333333333333,215.7135772357724,-5.464916666666666,1.0,0
3T1CJBKRC0US,14.255989048596852,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
